place_geoid,city,state,fiscal_year,population,police_usd,fire_usd,general_expenditure_usd,total_expenditure_usd,police_pct_general,fire_pct_general,police_fire_pct_general,police_flags,fire_flags,record_complete,source,police_real_usd,fire_real_usd,police_real_per_resident,fire_real_per_resident,police_fire_real_per_resident,police_fire_real_rpp_per_resident,real_dollar_base_year
4801000,Abilene,TX,1983,104302,5027000,4431000,32635000,41347000,15.4,13.58,28.98,,,True,willamette_gfd (no imputation flags published),16771062,14782688,160.79,141.73,302.52,,2025
4801000,Abilene,TX,1984,104302,5630000,4259000,42353000,55864000,13.29,10.06,23.35,,,True,willamette_gfd (no imputation flags published),18198184,13766619,174.48,131.99,306.46,,2025
4801000,Abilene,TX,1985,108157,5630000,4259000,42353000,55864000,13.29,10.06,23.35,,,True,willamette_gfd (no imputation flags published),17445035,13196874,161.29,122.02,283.31,,2025
4801000,Abilene,TX,1986,112433,6524000,6241000,47091000,57706000,13.85,13.25,27.11,,,True,willamette_gfd (no imputation flags published),19520038,18673292,173.61,166.08,339.7,,2025
4801000,Abilene,TX,1987,112433,6612000,5181000,44762000,54594000,14.77,11.57,26.35,,,True,willamette_gfd (no imputation flags published),19422328,15218857,172.75,135.36,308.11,,2025
4801000,Abilene,TX,1988,112433,6409000,5461000,45191000,52816000,14.18,12.08,26.27,,,True,willamette_gfd (no imputation flags published),18163140,15476503,161.55,137.65,299.2,,2025
4801000,Abilene,TX,1989,109110,7223000,5140000,54410000,62609000,13.28,9.45,22.72,,,True,willamette_gfd (no imputation flags published),19656756,13988056,180.16,128.2,308.36,,2025
4801000,Abilene,TX,1990,109110,9290000,5573000,55284000,64464000,16.8,10.08,26.88,,,True,willamette_gfd (no imputation flags published),24119762,14469261,221.06,132.61,353.67,,2025
4801000,Abilene,TX,1991,106654,7374000,5739000,62401000,75514000,11.82,9.2,21.01,,,True,willamette_gfd (no imputation flags published),18163793,14136426,170.31,132.54,302.85,,2025
4801000,Abilene,TX,1992,106654,7803000,6022000,55210000,66011000,14.13,10.91,25.04,,,True,willamette_gfd (no imputation flags published),18444356,14234514,172.94,133.46,306.4,,2025
4801000,Abilene,TX,1993,106654,8235000,6248000,49088000,59752000,16.78,12.73,29.5,,,True,willamette_gfd (no imputation flags published),18896654,14337134,177.18,134.43,311.6,,2025
4801000,Abilene,TX,1994,108095,8756000,6550000,48371000,60748000,18.1,13.54,31.64,,,True,willamette_gfd (no imputation flags published),19508186,14593264,180.47,135.0,315.48,,2025
4801000,Abilene,TX,1995,110034,9282000,7757000,59991000,73269000,15.47,12.93,28.4,,,True,willamette_gfd (no imputation flags published),20163798,16850957,183.25,153.14,336.39,,2025
4801000,Abilene,TX,1996,108476,9771000,7399000,59140000,80022000,16.52,12.51,29.03,,,True,willamette_gfd (no imputation flags published),20641109,15630290,190.28,144.09,334.37,,2025
4801000,Abilene,TX,1997,108476,10680000,8268000,65533000,88788000,16.3,12.62,28.91,,,True,willamette_gfd (no imputation flags published),21914285,16965103,202.02,156.39,358.41,,2025
4801000,Abilene,TX,1998,108476,10871000,8468000,64732000,75845000,16.79,13.08,29.88,,,True,willamette_gfd (no imputation flags published),21805871,16985753,201.02,156.59,357.61,,2025
4801000,Abilene,TX,1999,108257,11694000,8690000,67440000,80910000,17.34,12.89,30.23,,,True,willamette_gfd (no imputation flags published),23096941,17163710,213.35,158.55,371.9,,2025
4801000,Abilene,TX,2000,115930,12532000,9100000,71950000,85678000,17.42,12.65,30.07,,,True,willamette_gfd (no imputation flags published),24217225,17585122,208.9,151.69,360.58,,2025
4801000,Abilene,TX,2001,115930,13571000,8882000,77375000,96048000,17.54,11.48,29.02,,,True,willamette_gfd (no imputation flags published),25372175,16605678,218.86,143.24,362.1,,2025
4801000,Abilene,TX,2002,115930,13801000,9350000,85345000,103102000,16.17,10.96,27.13,,,True,willamette_gfd (no imputation flags published),25088285,16996991,216.41,146.61,363.02,,2025
4801000,Abilene,TX,2003,115225,14338000,10388000,98596000,143192000,14.54,10.54,25.08,,,True,willamette_gfd (no imputation flags published),25658803,18590016,222.68,161.34,384.02,,2025
4801000,Abilene,TX,2004,115225,14178000,11050000,98885000,135105000,14.34,11.17,25.51,,,True,willamette_gfd (no imputation flags published),24807108,19334077,215.29,167.79,383.09,,2025
4801000,Abilene,TX,2005,114757,16298000,10205000,87397000,110643000,18.65,11.68,30.32,,,True,willamette_gfd (no imputation flags published),27776744,17392421,242.05,151.56,393.61,,2025
4801000,Abilene,TX,2006,114757,16485000,11786000,92368000,116324000,17.85,12.76,30.61,,,True,willamette_gfd (no imputation flags published),27174759,19428675,236.8,169.3,406.11,,2025
4801000,Abilene,TX,2007,114797,18801000,12939000,121228000,,15.51,10.67,26.18,,,True,willamette_gfd (no imputation flags published),30024059,20662800,261.54,179.99,441.53,,2025
4801000,Abilene,TX,2008,116219,19084000,13307000,112068000,,17.03,11.87,28.9,,,True,willamette_gfd (no imputation flags published),29632010,20661976,254.97,177.78,432.75,,2025
4801000,Abilene,TX,2009,116219,18937000,14046000,123810000,,15.3,11.34,26.64,,,True,willamette_gfd (no imputation flags published),28316533,21003011,243.65,180.72,424.37,460.28,2025
4801000,Abilene,TX,2010,116219,20484000,16982000,131459000,,15.58,12.92,28.5,,,True,willamette_gfd (no imputation flags published),30739129,25483884,264.49,219.27,483.77,540.95,2025
4801000,Abilene,TX,2011,116219,21386000,16355000,118628000,,18.03,13.79,31.81,,,True,willamette_gfd (no imputation flags published),31574793,24146906,271.68,207.77,479.45,515.31,2025
4801000,Abilene,TX,2012,121721,21921000,16483000,116538000,141417000,18.81,14.14,32.95,R,R,True,census_iuf,31374339,23591225,257.76,193.81,451.57,488.1,2025
4801000,Abilene,TX,2013,121721,21719000,16753000,121372000,148999000,17.89,13.8,31.7,R,R,True,census_iuf,30454977,23491516,250.2,192.99,443.2,470.97,2025
4801000,Abilene,TX,2014,121721,22619000,17425000,123474000,151646000,18.32,14.11,32.43,I,I,True,census_iuf,31259111,24081083,256.81,197.84,454.65,491.31,2025
4801000,Abilene,TX,2015,121721,23247000,17897000,126202000,154350000,18.42,14.18,32.6,I,I,True,census_iuf,31614156,24338562,259.73,199.95,459.68,485.97,2025
4801000,Abilene,TX,2016,121721,24585000,18565000,177450000,,13.85,10.46,24.32,,,True,willamette_gfd (no imputation flags published),33394097,25217060,274.35,207.17,481.52,518.43,2025
4801000,Abilene,TX,2017,121721,26405000,19939000,185494000,271093000,14.23,10.75,24.98,I,I,True,census_iuf,35419404,26745976,290.99,219.73,510.72,547.41,2025
4801000,Abilene,TX,2018,121721,27853000,21032000,189268000,276684000,14.72,11.11,25.83,I,I,True,census_iuf,36582402,27623634,300.54,226.94,527.49,562.7,2025
4801000,Abilene,TX,2019,121885,28554000,21561000,197259000,286392000,14.48,10.93,25.41,I,I,True,census_iuf,36608937,27643248,300.36,226.8,527.15,571.34,2025
4801000,Abilene,TX,2020,123420,30270000,22857000,206919000,304340000,14.63,11.05,25.68,I,I,True,census_iuf,38118317,28783296,308.85,233.21,542.06,586.53,2025
4801000,Abilene,TX,2021,123420,31009000,24755000,176111000,236494000,17.61,14.06,31.66,R,R,True,census_iuf,38573053,30793509,312.53,249.5,562.04,622.47,2025
4801000,Abilene,TX,2022,124407,32776000,26032000,182540000,243773000,17.96,14.26,32.22,I,I,True,census_iuf,38941594,30928960,313.02,248.61,561.63,612.63,2025
4801000,Abilene,TX,2023,125070,32972000,27515000,212412000,271690000,15.52,12.95,28.48,R,R,True,census_iuf,36271735,30268615,290.01,242.01,532.02,581.28,2025
4801000,Abilene,TX,2024,127385,35569000,29812000,234113000,298294000,15.19,12.73,27.93,I,I,True,census_iuf,37581606,31498857,295.02,247.27,542.3,599.93,2025
3901000,Akron,OH,1967,290351,4914000,2271000,53672000,57860000,9.16,4.23,13.39,,,True,willamette_gfd (no imputation flags published),48828022,22565820,168.17,77.72,245.89,,2025
3901000,Akron,OH,1970,275425,5474000,3644000,55204000,61323000,9.92,6.6,16.52,,,True,willamette_gfd (no imputation flags published),48019509,31966220,174.35,116.06,290.41,,2025
3901000,Akron,OH,1971,275425,6277000,4184000,58956000,66072000,10.65,7.1,17.74,,,True,willamette_gfd (no imputation flags published),52083408,34716740,189.1,126.05,315.15,,2025
3901000,Akron,OH,1972,275425,7617000,5397000,63402000,74444000,12.01,8.51,20.53,,,True,willamette_gfd (no imputation flags published),60549132,42901886,219.84,155.77,375.61,,2025
3901000,Akron,OH,1973,275425,8484000,5785000,65796000,73793000,12.89,8.79,21.69,,,True,willamette_gfd (no imputation flags published),65343646,44555987,237.25,161.77,399.02,,2025
3901000,Akron,OH,1974,261520,7686000,6636000,70018000,80509000,10.98,9.48,20.45,,,True,willamette_gfd (no imputation flags published),55730944,48117427,213.1,183.99,397.1,,2025
3901000,Akron,OH,1975,261520,8630000,6074000,69958000,79533000,12.34,8.68,21.02,,,True,willamette_gfd (no imputation flags published),56356351,39664945,215.5,151.67,367.17,,2025
3901000,Akron,OH,1976,251747,10916000,7497000,84731000,94056000,12.88,8.85,21.73,,,True,willamette_gfd (no imputation flags published),65322115,44862578,259.48,178.21,437.68,,2025
3901000,Akron,OH,1977,251747,10406000,6800000,103521000,112842000,10.05,6.57,16.62,,,True,willamette_gfd (no imputation flags published),58877660,38474735,233.88,152.83,386.71,,2025
3901000,Akron,OH,1978,244265,9737000,7198000,82951000,93740000,11.74,8.68,20.42,,,True,willamette_gfd (no imputation flags published),51728696,38240028,211.77,156.55,368.32,,2025
3901000,Akron,OH,1979,244265,13382000,8838000,116931000,128661000,11.44,7.56,19.0,,,True,willamette_gfd (no imputation flags published),66077319,43640065,270.51,178.66,449.17,,2025
3901000,Akron,OH,1980,237177,13551000,8751000,124458000,137191000,10.89,7.03,17.92,,,True,willamette_gfd (no imputation flags published),60091592,38806105,253.36,163.62,416.98,,2025
3901000,Akron,OH,1981,237177,14863000,10147000,128111000,141648000,11.6,7.92,19.52,,,True,willamette_gfd (no imputation flags published),58070859,39645092,244.84,167.15,412.0,,2025
3901000,Akron,OH,1982,237177,14329000,9555000,134939000,153868000,10.62,7.08,17.7,,,True,willamette_gfd (no imputation flags published),50749409,33841203,213.97,142.68,356.66,,2025
3901000,Akron,OH,1983,231659,17917000,14774000,135697000,156825000,13.2,10.89,24.09,,,True,willamette_gfd (no imputation flags published),59774640,49288973,258.03,212.77,470.79,,2025
3901000,Akron,OH,1984,231659,19493000,16599000,145607000,166444000,13.39,11.4,24.79,,,True,willamette_gfd (no imputation flags published),63008383,53653934,271.99,231.61,503.6,,2025
3901000,Akron,OH,1985,226877,18780000,16247000,153831000,173608000,12.21,10.56,22.77,,,True,willamette_gfd (no imputation flags published),58191430,50342713,256.49,221.89,478.38,,2025
3901000,Akron,OH,1986,222055,21302000,18260000,166062000,188483000,12.83,11.0,23.82,,,True,willamette_gfd (no imputation flags published),63736336,54634565,287.03,246.04,533.07,,2025
3901000,Akron,OH,1987,222055,22655000,18557000,176819000,199498000,12.81,10.49,23.31,,,True,willamette_gfd (no imputation flags published),66547616,54510002,299.69,245.48,545.17,,2025
3901000,Akron,OH,1988,222055,23174000,18793000,178135000,195187000,13.01,10.55,23.56,,,True,willamette_gfd (no imputation flags published),65675238,53259461,295.76,239.85,535.61,,2025
3901000,Akron,OH,1989,221510,23816000,19973000,179968000,198686000,13.23,11.1,24.33,,,True,willamette_gfd (no imputation flags published),64813140,54354755,292.6,245.38,537.98,,2025
3901000,Akron,OH,1990,221510,24632000,18485000,180055000,200648000,13.68,10.27,23.95,,,True,willamette_gfd (no imputation flags published),63952419,47992874,288.71,216.66,505.37,,2025
3901000,Akron,OH,1991,223019,26727000,19822000,205124000,231386000,13.03,9.66,22.69,,,True,willamette_gfd (no imputation flags published),65834511,48825969,295.2,218.93,514.13,,2025
3901000,Akron,OH,1992,223019,27330000,19835000,199551000,231949000,13.7,9.94,23.64,,,True,willamette_gfd (no imputation flags published),64601338,46885018,289.67,210.23,499.9,,2025
3901000,Akron,OH,1993,223019,29439000,20298000,211741000,249804000,13.9,9.59,23.49,,,True,willamette_gfd (no imputation flags published),67552958,46577327,302.9,208.85,511.75,,2025
3901000,Akron,OH,1994,223621,31393000,21617000,238026000,276257000,13.19,9.08,22.27,,,True,willamette_gfd (no imputation flags published),69942952,48162227,312.77,215.37,528.15,,2025
3901000,Akron,OH,1995,221886,34711000,23445000,245344000,282490000,14.15,9.56,23.7,,,True,willamette_gfd (no imputation flags published),75404612,50930861,339.83,229.54,569.37,,2025
3901000,Akron,OH,1996,216882,37606000,25082000,285423000,315414000,13.18,8.79,21.96,,,True,willamette_gfd (no imputation flags published),79442181,52985396,366.29,244.31,610.6,,2025
3901000,Akron,OH,1997,216882,37658000,23564000,264020000,302375000,14.26,8.93,23.19,,,True,willamette_gfd (no imputation flags published),77270424,48350955,356.28,222.94,579.22,,2025
3901000,Akron,OH,1998,216882,41159000,22545000,261779000,301703000,15.72,8.61,24.34,,,True,willamette_gfd (no imputation flags published),82559825,45222461,380.67,208.51,589.18,,2025
3901000,Akron,OH,1999,215712,36342000,31462000,317273000,362603000,11.45,9.92,21.37,,,True,willamette_gfd (no imputation flags published),71779463,62140924,332.76,288.07,620.83,,2025
3901000,Akron,OH,2000,217074,42048000,26127000,296410000,334872000,14.19,8.81,23.0,,,True,willamette_gfd (no imputation flags published),81254858,50488624,374.32,232.59,606.91,,2025
3901000,Akron,OH,2001,217074,31508000,25600000,249790000,278976000,12.61,10.25,22.86,,,True,willamette_gfd (no imputation flags published),58906969,47861445,271.37,220.48,491.85,,2025
3901000,Akron,OH,2002,217074,46825000,29148000,336032000,369511000,13.93,8.67,22.61,,,True,willamette_gfd (no imputation flags published),85121293,52986982,392.13,244.1,636.23,,2025
3901000,Akron,OH,2003,214349,32662000,26714000,295300000,326134000,11.06,9.05,20.11,,,True,willamette_gfd (no imputation flags published),58450819,47806477,272.69,223.03,495.72,,2025
3901000,Akron,OH,2004,214349,33154000,27512000,307112000,336418000,10.8,8.96,19.75,,,True,willamette_gfd (no imputation flags published),58009229,48137477,270.63,224.58,495.21,,2025
3901000,Akron,OH,2005,210795,47864000,25330000,342860000,375847000,13.96,7.39,21.35,,,True,willamette_gfd (no imputation flags published),81574800,43170017,386.99,204.8,591.78,,2025
3901000,Akron,OH,2006,210795,48176000,25872000,352401000,383253000,13.67,7.34,21.01,,,True,willamette_gfd (no imputation flags published),79415904,42648793,376.74,202.32,579.07,,2025
3901000,Akron,OH,2007,209704,54561000,28131000,407459000,,13.39,6.9,20.29,,,True,willamette_gfd (no imputation flags published),87130615,44923505,415.49,214.22,629.72,,2025
3901000,Akron,OH,2008,207934,37066000,29554000,356600000,,10.39,8.29,18.68,,,True,willamette_gfd (no imputation flags published),57552928,45888934,276.78,220.69,497.47,,2025
3901000,Akron,OH,2009,207934,72214000,42087000,533633000,,13.53,7.89,21.42,,,True,willamette_gfd (no imputation flags published),107981736,62932774,519.31,302.66,821.97,888.59,2025
3901000,Akron,OH,2010,207934,68662000,42065000,411428000,,16.69,10.22,26.91,,,True,willamette_gfd (no imputation flags published),103037007,63124460,495.53,303.58,799.11,839.61,2025
3901000,Akron,OH,2011,207934,68134000,39112000,483411000,,14.09,8.09,22.19,,,True,willamette_gfd (no imputation flags published),100594638,57745875,483.78,277.71,761.49,817.08,2025
3901000,Akron,OH,2012,197542,33795000,25801000,337785000,369105000,10.0,7.64,17.64,R,R,True,census_iuf,48368952,36927573,244.85,186.94,431.79,459.19,2025
3901000,Akron,OH,2013,197542,33844000,25838000,362294000,393361000,9.34,7.13,16.47,I,I,True,census_iuf,47456984,36230752,240.24,183.41,423.65,443.68,2025
3901000,Akron,OH,2014,197542,52667000,35498000,462446000,493305000,11.39,7.68,19.06,R,R,True,census_iuf,72784986,49057691,368.45,248.34,616.79,647.67,2025
3901000,Akron,OH,2015,197542,59986000,48871000,488694000,532616000,12.27,10.0,22.28,R,R,True,census_iuf,81576409,66460852,412.96,336.44,749.4,789.53,2025
3901000,Akron,OH,2016,197542,56139000,47591000,395395000,,14.2,12.04,26.23,,,True,willamette_gfd (no imputation flags published),76254269,64643419,386.02,327.24,713.25,746.69,2025
3901000,Akron,OH,2017,197542,59476000,50410000,405691000,445236000,14.66,12.43,27.09,I,I,True,census_iuf,79780514,67619472,403.87,342.3,746.17,784.06,2025
3901000,Akron,OH,2018,197542,60942000,56223000,573828000,605451000,10.62,9.8,20.42,R,R,True,census_iuf,80041818,73843837,405.19,373.81,779.0,817.33,2025
3901000,Akron,OH,2019,197846,62520000,57601000,634125000,665986000,9.86,9.08,18.94,I,I,True,census_iuf,80156572,73849947,405.15,373.27,778.42,825.41,2025
3901000,Akron,OH,2020,197597,55885000,56791000,409370000,446084000,13.65,13.87,27.52,R,R,True,census_iuf,70374700,71515605,356.15,361.93,718.08,758.25,2025
3901000,Akron,OH,2021,197597,68603000,63326000,552194000,581836000,12.42,11.47,23.89,R,R,True,census_iuf,85337391,78773168,431.88,398.66,830.53,888.09,2025
3901000,Akron,OH,2022,195994,73846000,68166000,500592000,530090000,14.75,13.62,28.37,I,I,True,census_iuf,87737398,80988916,447.65,413.22,860.87,920.45,2025
3901000,Akron,OH,2023,189347,74166000,40637000,414864000,454957000,17.88,9.8,27.67,R,R,True,census_iuf,81588302,44703824,430.89,236.09,666.99,724.03,2025
3901000,Akron,OH,2024,188509,62840000,44294000,438618000,478214000,14.33,10.1,24.43,R,R,True,census_iuf,66395685,46800294,352.21,248.27,600.48,646.21,2025
3601000,Albany,NY,1967,129726,1843000,1683000,33655000,35897000,5.48,5.0,10.48,,,True,willamette_gfd (no imputation flags published),18312992,16723150,141.17,128.91,270.08,,2025
3601000,Albany,NY,1970,115781,2466000,2128000,36646000,39510000,6.73,5.81,12.54,,,True,willamette_gfd (no imputation flags published),21632464,18667431,186.84,161.23,348.07,,2025
3601000,Albany,NY,1971,115781,3192000,2564000,45832000,49286000,6.96,5.59,12.56,,,True,willamette_gfd (no imputation flags published),26485620,21274790,228.76,183.75,412.51,,2025
3601000,Albany,NY,1972,115781,3777000,2761000,51358000,54142000,7.35,5.38,12.73,,,True,willamette_gfd (no imputation flags published),30024166,21947768,259.32,189.56,448.88,,2025
3601000,Albany,NY,1973,115781,4314000,2858000,32533000,35524000,13.26,8.78,22.05,,,True,willamette_gfd (no imputation flags published),33226366,22012275,286.98,190.12,477.1,,2025
3601000,Albany,NY,1974,111373,5230000,3048000,38503000,41676000,13.58,7.92,21.5,,,True,willamette_gfd (no imputation flags published),37922565,22100952,340.5,198.44,538.94,,2025
3601000,Albany,NY,1975,111373,6704000,3712000,36868000,40167000,18.18,10.07,28.25,,,True,willamette_gfd (no imputation flags published),43779024,24240414,393.08,217.65,610.74,,2025
3601000,Albany,NY,1976,110311,6490000,3370000,40484000,44124000,16.03,8.32,24.36,,,True,willamette_gfd (no imputation flags published),38836618,20166318,352.06,182.81,534.88,,2025
3601000,Albany,NY,1977,110311,6727000,4318000,48460000,52870000,13.88,8.91,22.79,,,True,willamette_gfd (no imputation flags published),38061697,24431456,345.04,221.48,566.52,,2025
3601000,Albany,NY,1978,107798,6765000,4398000,59972000,66182000,11.28,7.33,18.61,,,True,willamette_gfd (no imputation flags published),35939676,23364774,333.4,216.75,550.14,,2025
3601000,Albany,NY,1979,107798,8277000,5422000,53907000,59026000,15.35,10.06,25.41,,,True,willamette_gfd (no imputation flags published),40869973,26772622,379.13,248.36,627.49,,2025
3601000,Albany,NY,1980,101727,7545000,5781000,56424000,63261000,13.37,10.25,23.62,,,True,willamette_gfd (no imputation flags published),33458126,25635709,328.9,252.0,580.91,,2025
3601000,Albany,NY,1981,101727,8808000,6591000,68113000,73957000,12.93,9.68,22.61,,,True,willamette_gfd (no imputation flags published),34413519,25751533,338.29,253.14,591.44,,2025
3601000,Albany,NY,1982,101727,9660000,6981000,60270000,65230000,16.03,11.58,27.61,,,True,willamette_gfd (no imputation flags published),34213084,24724797,336.32,243.05,579.37,,2025
3601000,Albany,NY,1983,100048,9499000,7427000,62428000,69151000,15.22,11.9,27.11,,,True,willamette_gfd (no imputation flags published),31690534,24777934,316.75,247.66,564.41,,2025
3601000,Albany,NY,1984,100048,12585000,9456000,65828000,69342000,19.12,14.36,33.48,,,True,willamette_gfd (no imputation flags published),40679244,30565191,406.6,305.51,712.1,,2025
3601000,Albany,NY,1991,101082,19107000,16704000,135132000,140607000,14.14,12.36,26.5,,,True,willamette_gfd (no imputation flags published),47064766,41145646,465.61,407.05,872.66,,2025
3601000,Albany,NY,1992,101082,21809000,17892000,112222000,118167000,19.43,15.94,35.38,,,True,willamette_gfd (no imputation flags published),51551064,42292248,509.99,418.4,928.39,,2025
3601000,Albany,NY,1993,101082,22795000,20060000,115698000,121891000,19.7,17.34,37.04,,,True,willamette_gfd (no imputation flags published),52307132,46031194,517.47,455.38,972.86,,2025
3601000,Albany,NY,1995,104828,24620000,20701000,111106000,116779000,22.16,18.63,40.79,,,True,willamette_gfd (no imputation flags published),53483378,44969919,510.2,428.99,939.19,,2025
3601000,Albany,NY,1996,103564,24161000,20397000,134246000,134723000,18.0,15.19,33.19,,,True,willamette_gfd (no imputation flags published),51039795,43088395,492.83,416.06,908.89,,2025
3601000,Albany,NY,1997,103564,23766000,20503000,117391000,123355000,20.25,17.47,37.71,,,True,willamette_gfd (no imputation flags published),48765439,42070091,470.87,406.22,877.1,,2025
3601000,Albany,NY,1998,103564,24993000,20727000,108823000,108915000,22.97,19.05,42.01,,,True,willamette_gfd (no imputation flags published),50132844,41575779,484.08,401.45,885.53,,2025
3601000,Albany,NY,2012,98469,49506000,33469000,277741000,277741000,17.82,12.05,29.87,R,R,True,census_iuf,70855255,47902366,719.57,486.47,1206.04,1199.31,2025
3601000,Albany,NY,2013,98469,55017000,32687000,263551000,263551000,20.88,12.4,33.28,R,R,True,census_iuf,77146345,45834607,783.46,465.47,1248.93,1255.76,2025
3601000,Albany,NY,2014,98469,55074000,32344000,212798000,212798000,25.88,15.2,41.08,R,R,True,census_iuf,76111423,44698912,772.95,453.94,1226.89,1207.02,2025
3601000,Albany,NY,2015,98469,55462000,32758000,187163000,187163000,29.63,17.5,47.14,R,R,True,census_iuf,75424112,44548395,765.97,452.41,1218.38,1228.29,2025
3601000,Albany,NY,2017,98469,60169000,34533000,188635000,188635000,31.9,18.31,50.2,R,R,True,census_iuf,80710097,46322222,819.65,470.42,1290.07,1276.33,2025
3601000,Albany,NY,2018,98469,58692000,33842000,174915000,174915000,33.55,19.35,52.9,R,R,True,census_iuf,77086646,44448413,782.85,451.39,1234.25,1226.67,2025
3601000,Albany,NY,2019,98251,58665000,37405000,179812000,179812000,32.63,20.8,53.43,R,R,True,census_iuf,75214096,47956759,765.53,488.1,1253.63,1255.39,2025
3601000,Albany,NY,2020,96460,57142000,37144000,191424000,191424000,29.85,19.4,49.26,R,R,True,census_iuf,71957611,46774588,745.98,484.91,1230.9,1237.9,2025
3601000,Albany,NY,2021,96460,60561000,38836000,201601000,201601000,30.04,19.26,49.3,R,R,True,census_iuf,75333699,48309300,780.98,500.82,1281.81,1294.79,2025
3601000,Albany,NY,2022,95429,70302000,39395000,203536000,203536000,34.54,19.36,53.9,R,R,True,census_iuf,83526725,46805715,875.28,490.48,1365.75,1379.62,2025
3601000,Albany,NY,2023,98617,64085000,43026000,207858000,207858000,30.83,20.7,51.53,R,R,True,census_iuf,70498427,47331908,714.87,479.96,1194.83,1237.11,2025
3601000,Albany,NY,2024,100826,67499000,42721000,246721000,246721000,27.36,17.32,44.67,R,R,True,census_iuf,71318306,45138289,707.34,447.69,1155.03,1176.47,2025
3502000,Albuquerque,NM,1967,201189,2703000,2307000,24230000,30388000,11.16,9.52,20.68,,,True,willamette_gfd (no imputation flags published),26858393,22923534,133.5,113.94,247.44,,2025
3502000,Albuquerque,NM,1970,243751,5022000,3232000,44042000,51899000,11.4,7.34,18.74,,,True,willamette_gfd (no imputation flags published),44054434,28352037,180.74,116.32,297.05,,2025
3502000,Albuquerque,NM,1971,243751,7098000,3934000,48758000,53748000,14.56,8.07,22.63,,,True,willamette_gfd (no imputation flags published),58895655,32642365,241.62,133.92,375.54,,2025
3502000,Albuquerque,NM,1972,243751,8109000,4670000,65170000,72750000,12.44,7.17,19.61,,,True,willamette_gfd (no imputation flags published),64460143,37122810,264.45,152.3,416.75,,2025
3502000,Albuquerque,NM,1973,243751,8449000,5307000,69626000,79714000,12.13,7.62,19.76,,,True,willamette_gfd (no imputation flags published),65074077,40874438,266.97,167.69,434.66,,2025
3502000,Albuquerque,NM,1974,273902,12078000,6328000,73132000,87595000,16.52,8.65,25.17,,,True,willamette_gfd (no imputation flags published),87577197,45884128,319.74,167.52,487.26,,2025
3502000,Albuquerque,NM,1975,273902,12481000,7663000,78642000,98585000,15.87,9.74,25.61,,,True,willamette_gfd (no imputation flags published),81504474,50041566,297.57,182.7,480.27,,2025
3502000,Albuquerque,NM,1976,279401,14460000,8564000,96721000,115126000,14.95,8.85,23.8,,,True,willamette_gfd (no imputation flags published),86529661,51247581,309.7,183.42,493.12,,2025
3502000,Albuquerque,NM,1977,279401,14594000,10084000,98450000,119803000,14.82,10.24,25.07,,,True,willamette_gfd (no imputation flags published),82573570,57055768,295.54,204.21,499.75,,2025
3502000,Albuquerque,NM,1978,291187,14936000,10756000,116404000,137663000,12.83,9.24,22.07,,,True,willamette_gfd (no imputation flags published),79348856,57142226,272.5,196.24,468.74,,2025
3502000,Albuquerque,NM,1979,291187,16307000,11869000,142581000,171379000,11.44,8.32,19.76,,,True,willamette_gfd (no imputation flags published),80520314,58606464,276.52,201.27,477.79,,2025
3502000,Albuquerque,NM,1980,331767,19291000,12720000,147315000,203351000,13.1,8.63,21.73,,,True,willamette_gfd (no imputation flags published),85545488,56406542,257.85,170.02,427.87,,2025
3502000,Albuquerque,NM,1981,331767,21150000,13919000,176682000,213036000,11.97,7.88,19.85,,,True,willamette_gfd (no imputation flags published),82634641,54382580,249.07,163.92,412.99,,2025
3502000,Albuquerque,NM,1982,332239,23773000,14858000,183737000,223982000,12.94,8.09,21.03,,,True,willamette_gfd (no imputation flags published),84197480,52622982,253.42,158.39,411.81,,2025
3502000,Albuquerque,NM,1983,341978,26905000,15336000,224412000,276580000,11.99,6.83,18.82,,,True,willamette_gfd (no imputation flags published),89760377,51163916,262.47,149.61,412.09,,2025
3502000,Albuquerque,NM,1984,341978,30678000,17759000,293009000,334197000,10.47,6.06,16.53,,,True,willamette_gfd (no imputation flags published),99162323,57403471,289.97,167.86,457.82,,2025
3502000,Albuquerque,NM,1985,350575,33408000,17576000,313699000,363432000,10.65,5.6,16.25,,,True,willamette_gfd (no imputation flags published),103517534,54460733,295.28,155.35,450.63,,2025
3502000,Albuquerque,NM,1986,366748,38883000,12662000,359806000,420288000,10.81,3.52,14.33,,,True,willamette_gfd (no imputation flags published),116339309,37885151,317.22,103.3,420.52,,2025
3502000,Albuquerque,NM,1987,366748,39965000,18710000,346895000,400234000,11.52,5.39,16.91,,,True,willamette_gfd (no imputation flags published),117394635,54959430,320.1,149.86,469.95,,2025
3502000,Albuquerque,NM,1988,366748,38348000,21023000,436260000,485680000,8.79,4.82,13.61,,,True,willamette_gfd (no imputation flags published),108678435,59579293,296.33,162.45,458.78,,2025
3502000,Albuquerque,NM,1989,378480,43361000,21847000,441617000,503901000,9.82,4.95,14.77,,,True,willamette_gfd (no imputation flags published),118003131,59454681,311.78,157.09,468.87,,2025
3502000,Albuquerque,NM,1990,378480,55062000,24452000,494670000,576991000,11.13,4.94,16.07,,,True,willamette_gfd (no imputation flags published),142958270,63485083,377.72,167.74,545.45,,2025
3502000,Albuquerque,NM,1991,384736,54027000,27155000,459627000,530902000,11.75,5.91,17.66,,,True,willamette_gfd (no imputation flags published),133080447,66888769,345.9,173.86,519.76,,2025
