place_geoid,city,state,fiscal_year,population,police_usd,fire_usd,general_expenditure_usd,total_expenditure_usd,police_pct_general,fire_pct_general,police_fire_pct_general,police_flags,fire_flags,record_complete,source,police_real_usd,fire_real_usd,police_real_per_resident,fire_real_per_resident,police_fire_real_per_resident,police_fire_real_rpp_per_resident,real_dollar_base_year
2404000,Baltimore,MD,2022,586131,464261000,351425000,4706986000,5058822000,9.86,7.47,17.33,R,R,True,census_iuf,551594564,417532637,941.08,712.35,1653.43,1576.18,2025
2404000,Baltimore,MD,2023,576498,574840000,166115000,4977605000,5348841000,11.55,3.34,14.89,AR,R,True,census_iuf,632368195,182739271,1096.91,316.98,1413.89,1380.5,2025
2404000,Baltimore,MD,2024,569931,494312000,275794000,5293443000,5730769000,9.34,5.21,14.55,R,R,True,census_iuf,522281732,291399294,916.39,511.29,1427.68,1383.63,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1967,230058,4812000,2421000,25907000,26288000,18.57,9.34,27.92,,,True,willamette_gfd (no imputation flags published),47814497,24056296,207.84,104.57,312.4,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1970,271922,4378000,2936000,39818000,40199000,11.0,7.37,18.37,,,True,willamette_gfd (no imputation flags published),38405080,25755440,141.24,94.72,235.95,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1971,271922,6278000,3133000,44884000,45265000,13.99,6.98,20.97,,,True,willamette_gfd (no imputation flags published),52091705,25996068,191.57,95.6,287.17,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1972,271922,6683000,3312000,44178000,46516000,15.13,7.5,22.62,,,True,willamette_gfd (no imputation flags published),53124570,26327783,195.37,96.82,292.19,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1973,271922,6963000,3457000,54970000,56628000,12.67,6.29,18.96,,,True,willamette_gfd (no imputation flags published),53628926,26625764,197.22,97.92,295.14,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1974,289734,10067000,4565000,63478000,65521000,15.86,7.19,23.05,,,True,willamette_gfd (no imputation flags published),72995500,33100671,251.94,114.25,366.18,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1975,289734,10423000,4917000,76461000,78118000,13.63,6.43,20.06,,,True,willamette_gfd (no imputation flags published),68065150,32109406,234.92,110.82,345.75,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1976,294394,11284000,5520000,96889000,100987000,11.65,5.7,17.34,,,True,willamette_gfd (no imputation flags published),67524253,33032070,229.37,112.2,341.57,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1977,294394,13424000,6881000,112071000,116189000,11.98,6.14,18.12,,,True,willamette_gfd (no imputation flags published),75953653,38933037,258.0,132.25,390.25,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1978,308178,15923000,7599000,160034000,165001000,9.95,4.75,14.7,,,True,willamette_gfd (no imputation flags published),84592383,40370377,274.49,131.0,405.49,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1979,308178,16821000,8535000,142983000,150054000,11.76,5.97,17.73,,,True,willamette_gfd (no imputation flags published),83058331,42143919,269.51,136.75,406.27,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1980,346002,18871000,8779000,164128000,172296000,11.5,5.35,16.85,,,True,willamette_gfd (no imputation flags published),83683008,38930270,241.86,112.51,354.37,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1981,346002,20761000,10117000,187470000,197102000,11.07,5.4,16.47,,,True,willamette_gfd (no imputation flags published),81114789,39527880,234.43,114.24,348.68,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1982,346029,24469000,10571000,222123000,232902000,11.02,4.76,15.78,,,True,willamette_gfd (no imputation flags published),86662522,37439598,250.45,108.2,358.65,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1983,361572,27468000,12553000,221427000,233633000,12.4,5.67,18.07,,,True,willamette_gfd (no imputation flags published),91638656,41879280,253.45,115.83,369.27,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1984,361572,26328000,12561000,237157000,250796000,11.1,5.3,16.4,,,True,willamette_gfd (no imputation flags published),85101559,40601667,235.37,112.29,347.66,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1985,368571,24029000,14069000,262182000,277053000,9.17,5.37,14.53,,,True,willamette_gfd (no imputation flags published),74455903,43593995,202.01,118.28,320.29,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1986,369249,24350000,13489000,277768000,296379000,8.77,4.86,13.62,,,True,willamette_gfd (no imputation flags published),72856060,40359564,197.31,109.3,306.61,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1987,369249,28248000,15391000,261215000,279644000,10.81,5.89,16.71,,,True,willamette_gfd (no imputation flags published),82976696,45210079,224.72,122.44,347.16,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1988,369249,29471000,16504000,302293000,322761000,9.75,5.46,15.21,,,True,willamette_gfd (no imputation flags published),83520970,46772423,226.19,126.67,352.86,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1989,360270,32297000,17952000,339610000,364462000,9.51,5.29,14.8,,,True,willamette_gfd (no imputation flags published),87893433,48854782,243.97,135.61,379.57,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1990,360260,38895000,17642000,344213000,367676000,11.3,5.13,16.43,,,True,willamette_gfd (no imputation flags published),100983653,45804181,280.31,127.14,407.45,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1991,380105,36280000,18487000,396361000,422795000,9.15,4.66,13.82,,,True,willamette_gfd (no imputation flags published),89365662,45537569,235.11,119.8,354.91,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1992,380105,39178000,20274000,395362000,422767000,9.91,5.13,15.04,,,True,willamette_gfd (no imputation flags published),92607069,47922705,243.64,126.08,369.71,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1993,380105,39258000,22720000,386182000,415235000,10.17,5.88,16.05,,,True,willamette_gfd (no imputation flags published),90084378,52135032,237.0,137.16,374.16,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1994,224704,44223000,24880000,460319000,490720000,9.61,5.4,15.01,,,True,willamette_gfd (no imputation flags published),98527926,55432123,438.48,246.69,685.17,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1995,373070,43130000,27496000,432276000,464742000,9.98,6.36,16.34,,,True,willamette_gfd (no imputation flags published),93693668,59731071,251.14,160.11,411.25,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1996,372502,53798000,29919000,501756000,539079000,10.72,5.96,16.68,,,True,willamette_gfd (no imputation flags published),113647569,63203495,305.09,169.67,474.77,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1997,372502,62869000,30439000,500109000,543150000,12.57,6.09,18.66,,,True,willamette_gfd (no imputation flags published),129000857,62457763,346.31,167.67,513.98,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1998,372502,57111000,29501000,472848000,531623000,12.08,6.24,18.32,,,True,willamette_gfd (no imputation flags published),114557549,59175330,307.54,158.86,466.39,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,1999,371352,55296000,28125000,489685000,543302000,11.29,5.74,17.04,,,True,willamette_gfd (no imputation flags published),109215706,55549981,294.1,149.59,443.69,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2000,387784,49055000,29475000,479113000,536647000,10.24,6.15,16.39,,,True,willamette_gfd (no imputation flags published),94795401,56958403,244.45,146.88,391.34,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2001,387784,56461000,46077000,558089000,621976000,10.12,8.26,18.37,,,True,willamette_gfd (no imputation flags published),105558790,86144992,272.21,222.15,494.36,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2002,387784,52489000,61173000,587865000,656477000,8.93,10.41,19.33,,,True,willamette_gfd (no imputation flags published),95417652,111203948,246.06,286.77,532.83,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2003,412008,71442000,46343000,625479000,694424000,11.42,7.41,18.83,,,True,willamette_gfd (no imputation flags published),127850205,82933877,310.31,201.29,511.6,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2004,412008,78722000,63481000,717851000,785435000,10.97,8.84,19.81,,,True,willamette_gfd (no imputation flags published),137739113,111072085,334.31,269.59,603.9,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2005,411417,83925000,54162000,696870000,766915000,12.04,7.77,19.82,,,True,willamette_gfd (no imputation flags published),143033702,92308506,347.66,224.37,572.03,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2006,411417,80905000,61431000,696281000,776581000,11.62,8.82,20.44,,,True,willamette_gfd (no imputation flags published),133368143,101266157,324.17,246.14,570.31,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2007,229553,93691000,63367000,816743000,,11.47,7.76,19.23,,,True,willamette_gfd (no imputation flags published),149618857,101193264,651.78,440.83,1092.61,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2008,227071,115384000,66755000,835614000,,13.81,7.99,21.8,,,True,willamette_gfd (no imputation flags published),179158449,103651479,789.0,456.47,1245.47,,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2009,227071,115530000,72049000,971969000,,11.89,7.41,19.3,,,True,willamette_gfd (no imputation flags published),172752237,107735012,760.79,474.46,1235.24,1326.09,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2010,227071,123384000,71981000,1060826000,,11.63,6.79,18.42,,,True,willamette_gfd (no imputation flags published),185155079,108017634,815.41,475.7,1291.11,1406.69,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2011,227071,119299000,83344000,1100793000,,10.84,7.57,18.41,,,True,willamette_gfd (no imputation flags published),176135846,123051039,775.69,541.91,1317.59,1411.14,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2012,228590,125797000,73693000,1203574000,1222052000,10.45,6.12,16.57,R,R,True,census_iuf,180046428,105472797,787.64,461.41,1249.05,1319.88,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2013,228590,139505000,79431000,1231674000,1252870000,11.33,6.45,17.78,R,R,True,census_iuf,195617735,111380325,855.76,487.25,1343.01,1425.53,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2014,228590,145602000,79060000,1197021000,1218686000,12.16,6.6,18.77,R,R,True,census_iuf,201219730,109259707,880.26,477.97,1358.24,1431.49,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2015,228590,132059000,78809000,1112805000,1145079000,11.87,7.08,18.95,R,R,True,census_iuf,179590221,107174261,785.64,468.85,1254.49,1324.21,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2016,228590,147075000,84962000,1110291000,,13.25,7.65,20.9,,,True,willamette_gfd (no imputation flags published),199773715,115404891,873.94,504.86,1378.79,1456.71,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2017,228590,155471000,89638000,1144577000,1179174000,13.58,7.83,21.41,I,I,True,census_iuf,208547251,120239521,912.32,526.01,1438.33,1504.18,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2018,228590,149009000,65948000,1145421000,1177965000,13.01,5.76,18.77,R,R,True,census_iuf,195709875,86616747,856.16,378.92,1235.08,1315.02,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2019,228590,155325000,68493000,1116167000,1149131000,13.92,6.14,20.05,R,R,True,census_iuf,199141388,87814525,871.17,384.16,1255.33,1352.76,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2020,220236,110246000,66590000,677733000,709540000,16.27,9.83,26.09,R,R,True,census_iuf,138830261,83855261,630.37,380.75,1011.12,1089.29,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2021,220236,121005000,73089000,742405000,808370000,16.3,9.84,26.14,I,I,True,census_iuf,150521858,90917666,683.46,412.82,1096.28,1177.29,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2022,219052,147463000,73799000,1170081000,1207314000,12.6,6.31,18.91,IR,R,True,census_iuf,175202718,87681557,799.82,400.28,1200.1,1288.28,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2023,222185,161836000,76731000,1272148000,1313965000,12.72,6.03,18.75,IR,R,True,census_iuf,178032042,84409999,801.28,379.91,1181.19,1278.29,2025
2205000,Baton Rouge-East Baton Rouge-Parish,LA,2024,221453,167126000,78253000,1344865000,1388005000,12.43,5.82,18.25,IR,IR,True,census_iuf,176582516,82680802,797.38,373.36,1170.74,1283.24,2025
4807000,Beaumont,TX,1967,119175,1155000,1271000,11780000,12880000,9.8,10.79,20.59,,,True,willamette_gfd (no imputation flags published),11476672,12629307,96.3,105.97,202.27,,2025
4807000,Beaumont,TX,1970,117548,1855000,1730000,11396000,12622000,16.28,15.18,31.46,,,True,willamette_gfd (no imputation flags published),16272596,15176060,138.43,129.11,267.54,,2025
4807000,Beaumont,TX,1971,117548,2396000,2176000,12267000,13669000,19.53,17.74,37.27,,,True,willamette_gfd (no imputation flags published),19880810,18055360,169.13,153.6,322.73,,2025
4807000,Beaumont,TX,1972,117548,3059000,2240000,14161000,15735000,21.6,15.82,37.42,,,True,willamette_gfd (no imputation flags published),24316633,17806230,206.87,151.48,358.35,,2025
4807000,Beaumont,TX,1973,117548,2612000,2253000,14413000,16047000,18.12,15.63,33.75,,,True,willamette_gfd (no imputation flags published),20117587,17352574,171.14,147.62,318.76,,2025
4807000,Beaumont,TX,1974,112620,3598000,2562000,16074000,18079000,22.38,15.94,38.32,,,True,willamette_gfd (no imputation flags published),26088985,18576981,231.65,164.95,396.61,,2025
4807000,Beaumont,TX,1975,112620,2878000,2651000,27075000,33945000,10.63,9.79,20.42,,,True,willamette_gfd (no imputation flags published),18794157,17311783,166.88,153.72,320.6,,2025
4807000,Beaumont,TX,1976,113696,2977000,3053000,19710000,23864000,15.1,15.49,30.59,,,True,willamette_gfd (no imputation flags published),17814578,18269368,156.69,160.69,317.37,,2025
4807000,Beaumont,TX,1977,113696,3523000,3256000,30403000,35940000,11.59,10.71,22.3,,,True,willamette_gfd (no imputation flags published),19933307,18422608,175.32,162.03,337.36,,2025
4807000,Beaumont,TX,1978,117144,4200000,3656000,34787000,37844000,12.07,10.51,22.58,,,True,willamette_gfd (no imputation flags published),22312881,19422832,190.47,165.8,356.28,,2025
4807000,Beaumont,TX,1979,117144,4180000,4119000,36350000,41663000,11.5,11.33,22.83,,,True,willamette_gfd (no imputation flags published),20639904,20338700,176.19,173.62,349.81,,2025
4807000,Beaumont,TX,1980,118102,4890000,4671000,45195000,50436000,10.82,10.34,21.15,,,True,willamette_gfd (no imputation flags published),21684590,20713440,183.61,175.39,359.0,,2025
4807000,Beaumont,TX,1981,118102,6250000,5504000,54882000,61632000,11.39,10.03,21.42,,,True,willamette_gfd (no imputation flags published),24419220,21504542,206.76,182.08,388.85,,2025
4807000,Beaumont,TX,1982,118102,12599000,5954000,51496000,60059000,24.47,11.56,36.03,,,True,willamette_gfd (no imputation flags published),44622221,21087444,377.83,178.55,556.38,,2025
4807000,Beaumont,TX,1983,123477,8690000,6608000,65106000,73474000,13.35,10.15,23.5,,,True,willamette_gfd (no imputation flags published),28991551,22045589,234.79,178.54,413.33,,2025
4807000,Beaumont,TX,1984,123477,9043000,7490000,69106000,85921000,13.09,10.84,23.92,,,True,willamette_gfd (no imputation flags published),29230226,24210372,236.73,196.07,432.8,,2025
4807000,Beaumont,TX,1985,123356,9217000,8189000,65455000,76447000,14.08,12.51,26.59,,,True,willamette_gfd (no imputation flags published),28559660,25374314,231.52,205.7,437.22,,2025
4807000,Beaumont,TX,1986,119896,10027000,8050000,66511000,79926000,15.08,12.1,27.18,,,True,willamette_gfd (no imputation flags published),30001138,24085884,250.23,200.89,451.12,,2025
4807000,Beaumont,TX,1987,119896,10235000,8357000,63612000,79744000,16.09,13.14,29.23,,,True,willamette_gfd (no imputation flags published),30064659,24548154,250.76,204.75,455.5,,2025
4807000,Beaumont,TX,1988,119896,10486000,8152000,65891000,75834000,15.91,12.37,28.29,,,True,willamette_gfd (no imputation flags published),29717379,23102811,247.86,192.69,440.55,,2025
4807000,Beaumont,TX,1989,114210,10951000,8703000,61889000,73892000,17.69,14.06,31.76,,,True,willamette_gfd (no imputation flags published),29802179,23684446,260.94,207.38,468.32,,2025
4807000,Beaumont,TX,1990,114210,11546000,9061000,66333000,78100000,17.41,13.66,31.07,,,True,willamette_gfd (no imputation flags published),29977047,23525206,262.47,205.98,468.46,,2025
4807000,Beaumont,TX,1991,114323,12581000,9595000,67475000,76671000,18.65,14.22,32.87,,,True,willamette_gfd (no imputation flags published),30989785,23634607,271.07,206.74,477.81,,2025
4807000,Beaumont,TX,1992,114323,13209000,10609000,72760000,87268000,18.15,14.58,32.74,,,True,willamette_gfd (no imputation flags published),31222798,25077043,273.11,219.35,492.46,,2025
4807000,Beaumont,TX,1993,114323,14432000,11867000,70544000,81180000,20.46,16.82,37.28,,,True,willamette_gfd (no imputation flags published),33116760,27230916,289.68,238.19,527.87,,2025
4807000,Beaumont,TX,1994,115494,14259000,12736000,70377000,81937000,20.26,18.1,38.36,,,True,willamette_gfd (no imputation flags published),31768756,28375544,275.07,245.69,520.76,,2025
4807000,Beaumont,TX,1995,115022,14932000,12605000,80674000,96582000,18.51,15.62,34.13,,,True,willamette_gfd (no imputation flags published),32437604,27382534,282.01,238.06,520.08,,2025
4807000,Beaumont,TX,1996,111224,17768000,12305000,82570000,103313000,21.52,14.9,36.42,,,True,willamette_gfd (no imputation flags published),37534667,25994151,337.47,233.71,571.18,,2025
4807000,Beaumont,TX,1997,111224,18399000,12819000,104479000,131056000,17.61,12.27,29.88,,,True,willamette_gfd (no imputation flags published),37752895,26303297,339.43,236.49,575.92,,2025
4807000,Beaumont,TX,1998,111224,19323000,13379000,109009000,126091000,17.73,12.27,30.0,,,True,willamette_gfd (no imputation flags published),38759530,26836607,348.48,241.28,589.77,,2025
4807000,Beaumont,TX,1999,109841,18987000,14355000,109205000,130601000,17.39,13.15,30.53,,,True,willamette_gfd (no imputation flags published),37501422,28352710,341.42,258.13,599.54,,2025
4807000,Beaumont,TX,2000,113866,20518000,15583000,118698000,140211000,17.29,13.13,30.41,,,True,willamette_gfd (no imputation flags published),39649619,30113072,348.21,264.46,612.67,,2025
4807000,Beaumont,TX,2001,113866,19301000,13632000,93092000,113463000,20.73,14.64,35.38,,,True,willamette_gfd (no imputation flags published),36084912,25486219,316.91,223.83,540.73,,2025
4807000,Beaumont,TX,2002,113866,21214000,14606000,110342000,136893000,19.23,13.24,32.46,,,True,willamette_gfd (no imputation flags published),38564081,26551663,338.68,233.18,571.86,,2025
4807000,Beaumont,TX,2003,112871,21298000,14434000,110478000,153616000,19.28,13.07,32.34,,,True,willamette_gfd (no imputation flags published),38114186,25830602,337.68,228.85,566.53,,2025
4807000,Beaumont,TX,2004,112871,22000000,16442000,101897000,147910000,21.59,16.14,37.73,,,True,willamette_gfd (no imputation flags published),38493185,28768407,341.04,254.88,595.92,,2025
4807000,Beaumont,TX,2005,111799,21950000,16816000,92987000,126503000,23.61,18.08,41.69,,,True,willamette_gfd (no imputation flags published),37409470,28659574,334.61,256.35,590.96,,2025
4807000,Beaumont,TX,2006,111799,23881000,19101000,105665000,126115000,22.6,18.08,40.68,,,True,willamette_gfd (no imputation flags published),39366722,31487113,352.12,281.64,633.76,,2025
4807000,Beaumont,TX,2007,109856,26285000,21999000,128710000,,20.42,17.09,37.51,,,True,willamette_gfd (no imputation flags published),41975554,35131072,382.1,319.79,701.89,,2025
4807000,Beaumont,TX,2008,109579,30015000,22251000,137301000,,21.86,16.21,38.07,,,True,willamette_gfd (no imputation flags published),46604736,34549458,425.31,315.29,740.6,,2025
4807000,Beaumont,TX,2009,109579,29365000,24468000,161808000,,18.15,15.12,33.27,,,True,willamette_gfd (no imputation flags published),43909542,36587049,400.71,333.89,734.6,786.51,2025
4807000,Beaumont,TX,2010,109579,35698000,24280000,216129000,,16.52,11.23,27.75,,,True,willamette_gfd (no imputation flags published),53569879,36435561,488.87,332.5,821.37,897.7,2025
4807000,Beaumont,TX,2011,109579,33407000,23113000,177652000,,18.8,13.01,31.82,,,True,willamette_gfd (no imputation flags published),49322879,34124576,450.11,311.42,761.53,821.47,2025
4807000,Beaumont,TX,2012,118129,38161000,23668000,178354000,215113000,21.4,13.27,34.67,R,R,True,census_iuf,54617771,33874726,462.36,286.76,749.12,790.77,2025
4807000,Beaumont,TX,2013,118129,38416000,24183000,172469000,201572000,22.27,14.02,36.3,R,R,True,census_iuf,53867968,33910065,456.01,287.06,743.07,796.06,2025
4807000,Beaumont,TX,2014,118129,41685000,25050000,168385000,208374000,24.76,14.88,39.63,R,R,True,census_iuf,57608030,34618716,487.67,293.06,780.73,826.68,2025
4807000,Beaumont,TX,2015,118129,42642000,25720000,171638000,210927000,24.84,14.99,39.83,I,I,True,census_iuf,57989885,34977249,490.9,296.09,787.0,832.66,2025
4807000,Beaumont,TX,2016,118129,38099000,29499000,182498000,,20.88,16.16,37.04,,,True,willamette_gfd (no imputation flags published),51750323,40068841,438.08,339.2,777.28,838.43,2025
4807000,Beaumont,TX,2017,118129,38122000,27465000,192229000,220256000,19.83,14.29,34.12,R,R,True,census_iuf,51136471,36841278,432.89,311.87,744.76,785.92,2025
4807000,Beaumont,TX,2018,118129,41981000,33588000,200048000,233062000,20.99,16.79,37.78,R,R,True,census_iuf,55138255,44114807,466.76,373.45,840.21,909.68,2025
4807000,Beaumont,TX,2019,119114,41260000,33317000,212738000,243667000,19.39,15.66,35.06,R,R,True,census_iuf,52899235,42715555,444.11,358.61,802.72,876.24,2025
4807000,Beaumont,TX,2020,116825,41541000,29757000,223459000,255862000,18.59,13.32,31.91,R,R,True,census_iuf,52311629,37472308,447.78,320.76,768.53,832.15,2025
4807000,Beaumont,TX,2021,116825,47184000,31961000,221967000,254550000,21.26,14.4,35.66,R,R,True,census_iuf,58693636,39757275,502.41,340.31,842.72,934.87,2025
4807000,Beaumont,TX,2022,115473,43696000,31912000,235117000,269722000,18.58,13.57,32.16,R,R,True,census_iuf,51915789,37915064,449.59,328.35,777.94,836.62,2025
4807000,Beaumont,TX,2023,112556,51615000,36174000,266380000,307707000,19.38,13.58,32.96,R,R,True,census_iuf,56780468,39794181,504.46,353.55,858.01,942.05,2025
4807000,Beaumont,TX,2024,112089,55839000,39115000,291758000,336378000,19.14,13.41,32.55,I,I,True,census_iuf,58998547,41328250,526.35,368.71,895.06,985.86,2025
5305210,Bellevue,WA,1999,104052,16553000,8971000,166981000,179266000,9.91,5.37,15.29,,,True,willamette_gfd (no imputation flags published),32694003,17718716,314.21,170.29,484.5,,2025
5305210,Bellevue,WA,2000,109569,17719000,9654000,152066000,163475000,11.65,6.35,18.0,,,True,willamette_gfd (no imputation flags published),34240744,18655689,312.5,170.26,482.77,,2025
5305210,Bellevue,WA,2001,109569,18713000,10344000,173617000,186154000,10.78,5.96,16.74,,,True,willamette_gfd (no imputation flags published),34985594,19339015,319.3,176.5,495.8,,2025
5305210,Bellevue,WA,2002,109569,18704000,11377000,177223000,190057000,10.55,6.42,16.97,,,True,willamette_gfd (no imputation flags published),34001253,20681793,310.32,188.76,499.07,,2025
5305210,Bellevue,WA,2003,112894,19609000,12960000,219310000,233252000,8.94,5.91,14.85,,,True,willamette_gfd (no imputation flags published),35091608,23192781,310.84,205.44,516.28,,2025
5305210,Bellevue,WA,2004,112894,19896000,11948000,199190000,215484000,9.99,6.0,15.99,,,True,willamette_gfd (no imputation flags published),34811837,20905299,308.36,185.18,493.53,,2025
5305210,Bellevue,WA,2005,117137,20497000,11605000,195625000,216895000,10.48,5.93,16.41,,,True,willamette_gfd (no imputation flags published),34933116,19778446,298.22,168.85,467.07,,2025
5305210,Bellevue,WA,2006,117137,22481000,12955000,278088000,296349000,8.08,4.66,12.74,,,True,willamette_gfd (no imputation flags published),37058887,21355717,316.37,182.31,498.69,,2025
5305210,Bellevue,WA,2007,118186,23052000,12729000,243323000,,9.47,5.23,14.71,,,True,willamette_gfd (no imputation flags published),36812649,20327443,311.48,172.0,483.48,,2025
5305210,Bellevue,WA,2008,121347,24242000,14879000,248308000,,9.76,5.99,15.76,,,True,willamette_gfd (no imputation flags published),37640913,23102844,310.19,190.39,500.58,,2025
5305210,Bellevue,WA,2009,121347,25635000,15743000,256258000,,10.0,6.14,16.15,,,True,willamette_gfd (no imputation flags published),38332066,23540539,315.89,193.99,509.88,467.29,2025
5305210,Bellevue,WA,2010,121347,26235000,15903000,241447000,,10.87,6.59,17.45,,,True,willamette_gfd (no imputation flags published),39369314,23864692,324.44,196.66,521.1,480.45,2025
5305210,Bellevue,WA,2011,121347,30893000,18133000,254654000,,12.13,7.12,19.25,,,True,willamette_gfd (no imputation flags published),45611151,26771987,375.87,220.62,596.5,560.47,2025
5305210,Bellevue,WA,2012,139820,28555000,15749000,252121000,287622000,11.33,6.25,17.57,R,R,True,census_iuf,40869224,22540690,292.3,161.21,453.51,427.45,2025
5305210,Bellevue,WA,2013,139820,27834000,16195000,249393000,288462000,11.16,6.49,17.65,R,R,True,census_iuf,39029598,22709073,279.14,162.42,441.56,419.26,2025
5305210,Bellevue,WA,2014,139820,34681000,19803000,313380000,358607000,11.07,6.32,17.39,R,R,True,census_iuf,47928610,27367442,342.79,195.73,538.52,512.03,2025
5305210,Bellevue,WA,2015,139820,35338000,21819000,371634000,427041000,9.51,5.87,15.38,R,R,True,census_iuf,48056999,29672185,343.71,212.22,555.92,517.22,2025
5305210,Bellevue,WA,2016,139820,36384000,25064000,433686000,,8.39,5.78,14.17,,,True,willamette_gfd (no imputation flags published),49420818,34044728,353.46,243.49,596.95,553.08,2025
5305210,Bellevue,WA,2017,139820,38209000,25571000,393951000,448455000,9.7,6.49,16.19,R,R,True,census_iuf,51253172,34300685,366.57,245.32,611.89,555.48,2025
5305210,Bellevue,WA,2018,139820,39413000,28059000,399784000,456393000,9.86,7.02,16.88,R,R,True,census_iuf,51765419,36852964,370.23,263.57,633.8,565.47,2025
5305210,Bellevue,WA,2019,144444,40878000,40137000,398514000,455973000,10.26,10.07,20.33,R,R,True,census_iuf,52409475,51459442,362.84,356.26,719.09,650.99,2025
5305210,Bellevue,WA,2020,148164,47067000,35952000,448805000,512307000,10.49,8.01,18.5,R,R,True,census_iuf,59270394,45273530,400.03,305.56,705.6,627.43,2025
5305210,Bellevue,WA,2021,148164,48275000,32508000,407512000,453289000,11.85,7.98,19.82,R,R,True,census_iuf,60050764,40437706,405.3,272.93,678.22,600.04,2025
5305210,Bellevue,WA,2022,148073,48618000,35981000,397369000,479487000,12.23,9.05,21.29,R,R,True,census_iuf,57763681,42749497,390.1,288.71,678.81,592.94,2025
5305210,Bellevue,WA,2023,149440,49636000,36399000,429226000,505947000,11.56,8.48,20.04,R,R,True,census_iuf,54603416,40041698,365.39,267.94,633.33,555.46,2025
5305210,Bellevue,WA,2024,152767,60187000,49184000,496554000,565070000,12.12,9.91,22.03,R,R,True,census_iuf,63592570,51966986,416.27,340.17,756.44,671.02,2025
4105800,Bend,OR,2012,87014,17390000,12489000,81095000,97199000,21.44,15.4,36.84,R,R,True,census_iuf,24889365,17874829,286.04,205.42,491.46,513.29,2025
4105800,Bend,OR,2013,87014,16570000,12978000,87416000,100489000,18.96,14.85,33.8,R,R,True,census_iuf,23234908,18198107,267.02,209.14,476.16,497.28,2025
4105800,Bend,OR,2014,87014,16225000,14032000,108150000,125160000,15.0,12.97,27.98,R,R,True,census_iuf,22422701,19392009,257.69,222.86,480.55,499.98,2025
