ori,agency_name,city,state,year,population_covered,months_reported,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,reporting_system,source_file,retrieved
AZ0071100,Gilbert,Gilbert,AZ,2014,235430,12,212,0,29,41,142,3518,587,2803,128,SRS,RETA14.DAT,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2015,247324,12,182,2,32,32,116,3321,540,2643,138,SRS,RETA-COMB.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2016,255899,12,207,3,44,37,123,3396,566,2701,129,SRS,RETA2016.TXT,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2017,242090,12,217,5,48,52,112,3368,466,2767,135,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2018,247463,12,246,2,83,32,129,3352,412,2780,160,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2019,253619,12,251,1,56,45,149,3134,414,2565,155,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2020,259629,12,293,4,54,40,195,2817,398,2268,151,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2021,272941,12,335,3,78,37,217,2942,386,2376,180,converted,reta-2021.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2022,277123,12,344,2,83,30,229,2830,276,2338,216,converted,reta-2022.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2023,278495,12,342,5,87,25,225,2626,287,2148,191,converted,reta-2023.txt,2026-09-15
AZ0071100,Gilbert,Gilbert,AZ,2024,277527,12,382,2,72,31,277,2721,223,2325,173,converted,reta-2024.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2012,232997,12,1145,12,54,413,666,14934,2847,10863,1224,SRS,RETA12.DAT,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2013,234006,12,905,13,49,335,508,13626,2410,10166,1050,SRS,RETURNA2013.TXT,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2014,236780,12,921,20,112,350,439,12578,2091,9382,1105,SRS,RETA14.DAT,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2015,240374,12,943,13,94,356,480,12955,1986,9920,1049,SRS,RETA-COMB.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2016,242938,12,1204,23,107,476,598,12805,1981,9690,1134,SRS,RETA2016.TXT,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2017,249273,12,1217,12,97,481,627,11293,1589,8541,1163,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2018,249799,12,1167,9,110,325,723,10186,1641,7491,1054,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2019,253951,12,863,17,63,233,550,8083,1416,5857,810,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2020,255468,12,1123,24,83,208,808,6956,1273,4924,759,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2021,252981,05,417,3,22,81,311,2433,362,1792,279,converted,reta-2021.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2022,250466,12,1387,20,166,201,1000,8381,953,6117,1311,converted,reta-2022.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2023,253768,12,1474,17,175,208,1074,7379,824,4988,1567,converted,reta-2023.txt,2026-09-15
AZ0071300,Glendale,Glendale,AZ,2024,255512,12,1259,20,154,168,917,6874,802,4949,1123,converted,reta-2024.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2012,67033,12,103,0,12,24,67,1774,479,1188,107,SRS,RETA12.DAT,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2013,71048,12,94,4,16,20,54,1716,433,1201,82,SRS,RETURNA2013.TXT,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2014,74826,12,111,2,20,18,71,1573,346,1142,85,SRS,RETA14.DAT,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2015,78447,12,144,1,19,15,109,1784,378,1301,105,SRS,RETA-COMB.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2016,82018,12,310,0,18,28,264,2063,359,1561,143,SRS,RETA2016.TXT,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2017,79419,12,210,2,27,28,153,2280,346,1817,117,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2018,82159,12,203,2,35,33,133,2081,358,1624,99,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2019,85305,12,172,1,33,19,119,2045,330,1608,107,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2020,89607,12,199,2,20,30,147,1922,284,1561,77,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2021,97081,12,183,1,17,22,143,2028,237,1607,184,converted,reta-2021.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2022,107212,12,181,2,13,28,138,2000,278,1574,148,converted,reta-2022.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2023,109929,12,174,4,29,25,116,1826,257,1429,140,converted,reta-2023.txt,2026-09-15
AZ0071500,Goodyear,Goodyear,AZ,2024,116892,12,216,0,18,15,183,1721,162,1372,187,converted,reta-2024.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2012,451391,12,1804,14,172,469,1149,14140,2681,10572,887,SRS,RETA12.DAT,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2013,456155,12,1807,22,203,478,1104,12916,2357,9607,952,SRS,RETURNA2013.TXT,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2014,462092,12,2119,13,252,469,1385,12940,2358,9744,838,SRS,RETA14.DAT,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2015,471034,12,1972,16,241,408,1307,11905,2219,8861,825,SRS,RETA-COMB.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2016,478277,12,2051,19,272,450,1310,11214,1950,8404,860,SRS,RETA2016.TXT,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2017,492268,12,2047,23,252,454,1318,10692,1878,7930,884,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2018,504873,12,1837,17,238,417,1165,10024,1563,7598,863,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2019,518160,12,1953,11,286,390,1266,9683,1518,7326,839,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2020,527361,12,2006,20,273,377,1336,9776,1609,7151,1016,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2021,513713,12,2135,25,318,324,1468,10124,1372,7661,1091,converted,reta-2021.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2022,513116,12,2236,28,278,311,1619,9148,1109,6958,1081,converted,reta-2022.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2023,515848,12,2292,27,218,282,1765,8469,1031,6054,1384,converted,reta-2023.txt,2026-09-15
AZ0071700,Mesa,Mesa,AZ,2024,513585,12,2494,14,251,259,1970,7596,976,5592,1028,converted,reta-2024.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2012,158347,12,296,9,24,77,186,4673,929,3478,266,SRS,RETA12.DAT,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2013,161641,12,254,4,16,59,175,3830,717,2906,207,SRS,RETURNA2013.TXT,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2014,164722,12,246,2,38,60,146,3299,607,2510,182,SRS,RETA14.DAT,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2015,170222,12,282,1,31,64,186,3369,648,2516,205,SRS,RETA-COMB.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2016,174797,12,352,2,39,85,226,3709,645,2804,260,SRS,RETA2016.TXT,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2017,165889,12,415,4,67,78,266,3385,533,2615,237,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2018,170177,12,388,3,57,68,260,3241,519,2505,217,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2019,174571,12,407,4,70,83,250,3273,438,2592,243,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2020,178486,12,471,3,68,73,327,2683,431,2037,215,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2021,194566,12,489,8,77,60,344,2883,421,2187,275,converted,reta-2021.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2022,197894,12,391,3,65,53,270,2748,370,2133,245,converted,reta-2022.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2023,200886,12,437,9,89,49,290,2674,391,1972,311,converted,reta-2023.txt,2026-09-15
AZ0072100,Peoria,Peoria,AZ,2024,201056,12,526,3,95,49,379,2484,309,1875,300,converted,reta-2024.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2012,1485509,12,9458,123,556,3516,5263,60777,17912,35678,7187,SRS,RETA12.DAT,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2013,1502139,12,9492,118,635,3233,5506,60085,16747,36983,6355,SRS,RETURNA2013.TXT,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2014,1529852,12,8749,114,1006,2952,4677,56977,14316,35461,7200,SRS,RETA14.DAT,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2015,1559744,12,9261,112,1016,3020,5113,54456,12798,34288,7370,SRS,RETA-COMB.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2016,1586611,12,10700,146,1019,3272,6263,58552,13024,37568,7960,SRS,RETA2016.TXT,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2017,1644177,12,12511,157,1142,3293,7919,60353,12801,39899,7653,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2018,1653080,12,12111,133,1086,3112,7780,57732,10479,39438,7815,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2019,1688722,12,11803,131,1139,3197,7336,55974,9471,39427,7076,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2020,1708960,12,13646,187,1068,3278,9113,51089,7406,36254,7429,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2021,1638290,,,,,,,,,,,,reta-2021.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2022,1637902,12,13515,217,1105,3207,8986,47530,6266,33631,7633,converted,reta-2022.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2023,1660686,12,13033,191,1089,2803,8950,41249,5690,26195,9364,converted,reta-2023.txt,2026-09-15
AZ0072300,Phoenix,Phoenix,AZ,2024,1662809,12,13296,139,1069,3020,9068,38666,5274,26308,7084,converted,reta-2024.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2012,223432,12,330,3,43,115,169,6047,1255,4551,241,SRS,RETA12.DAT,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2013,225523,12,342,4,42,101,195,5766,1093,4465,208,SRS,RETURNA2013.TXT,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2014,229325,12,362,2,86,81,193,5301,970,4111,220,SRS,RETA14.DAT,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2015,233872,12,434,6,106,100,222,5332,829,4311,192,SRS,RETA-COMB.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2016,240885,12,369,4,90,112,163,5698,768,4681,249,SRS,RETA2016.TXT,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2017,251840,12,396,5,103,100,188,5470,878,4346,246,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2018,254961,12,422,7,122,87,206,5683,711,4700,272,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2019,260464,12,415,3,136,110,166,5099,662,4173,264,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2020,263006,12,470,7,109,97,257,4945,683,3963,299,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2021,245886,12,537,5,106,102,324,5824,690,4715,419,converted,reta-2021.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2022,243576,12,458,3,104,60,291,5562,616,4550,396,converted,reta-2022.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2023,243644,12,430,2,102,65,261,5470,541,4426,503,converted,reta-2023.txt,2026-09-15
AZ0072500,Scottsdale,Scottsdale,AZ,2024,245237,12,375,1,76,56,242,4591,448,3759,384,converted,reta-2024.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2012,120793,12,162,3,8,62,89,2488,519,1851,118,SRS,RETA12.DAT,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2013,122497,12,150,0,15,49,86,2120,402,1572,146,SRS,RETURNA2013.TXT,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2014,125049,12,137,4,9,31,93,2099,350,1620,129,SRS,RETA14.DAT,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2015,128525,12,170,2,19,44,105,2182,410,1667,105,SRS,RETA-COMB.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2016,130679,12,136,6,13,38,79,2489,353,1980,156,SRS,RETA2016.TXT,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2017,135345,12,120,2,18,47,53,2421,228,2018,175,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2018,136611,12,165,7,21,37,100,2103,239,1672,192,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2019,140962,12,138,4,28,46,60,2083,217,1729,137,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2020,144620,12,210,2,35,30,143,2008,170,1679,159,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2021,145832,12,193,1,46,19,127,2156,202,1810,144,converted,reta-2021.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2022,154128,12,184,2,24,35,123,2163,203,1811,149,converted,reta-2022.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2023,159346,12,160,2,34,19,105,1999,197,1611,191,converted,reta-2023.txt,2026-09-15
AZ0072700,Surprise,Surprise,AZ,2024,163202,12,178,12,27,18,121,1432,154,1116,162,converted,reta-2024.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2012,166061,12,878,11,44,253,570,7824,1250,6085,489,SRS,RETA12.DAT,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2013,168501,12,831,3,62,224,542,7876,1276,6113,487,SRS,RETURNA2013.TXT,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2014,169812,12,799,5,103,193,498,8044,1177,6406,461,SRS,RETA14.DAT,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2015,175556,12,721,7,101,183,430,7642,1108,6175,359,SRS,RETA-COMB.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2016,178654,12,902,4,155,237,506,8144,1200,6494,450,SRS,RETA2016.TXT,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2017,186086,12,883,5,151,229,498,7669,1076,6120,473,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2018,188543,12,913,5,176,189,543,7802,1017,6247,538,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2019,196499,12,889,8,141,209,531,7420,922,5891,607,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2020,199935,12,1100,8,155,248,689,7124,960,5464,700,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2021,183973,,,,,,,,,,,,reta-2021.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2022,187473,12,1103,8,162,178,755,8175,932,6449,794,converted,reta-2022.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2023,188144,12,954,12,143,123,676,6770,753,5324,693,converted,reta-2023.txt,2026-09-15
AZ0072900,Tempe,Tempe,AZ,2024,191376,12,901,5,139,128,629,5564,642,4343,579,converted,reta-2024.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2012,531535,12,3850,42,234,1260,2314,7520,5021,0,2499,SRS,RETA12.DAT,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2013,525486,12,3368,47,216,1002,2103,34587,4957,27440,2190,SRS,RETURNA2013.TXT,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2014,527328,12,3443,35,399,988,2021,31605,4247,25535,1823,SRS,RETA14.DAT,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2015,529675,12,3472,31,422,1059,1960,35185,3664,29592,1929,SRS,RETA-COMB.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2016,533663,12,4245,30,469,1235,2511,31265,4138,25185,1942,SRS,RETA2016.TXT,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2017,532323,12,4268,46,498,1431,2293,27956,4424,21125,2407,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2018,537392,12,3958,47,504,1224,2183,26623,3257,20798,2568,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2019,548374,12,3775,40,527,1105,2103,17943,2497,13196,2250,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2020,550448,12,3780,57,464,944,2315,19853,2173,15751,1929,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2021,556297,,,,,,,,,,,,reta-2021.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2022,544629,12,2675,43,290,670,1672,15345,2023,11746,1576,converted,reta-2022.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2023,548544,12,2597,42,318,547,1690,14980,1843,11194,1943,converted,reta-2023.txt,2026-09-15
AZ0100300,Tucson,Tucson,AZ,2024,548789,12,3544,47,297,657,2543,18868,1750,14218,2900,converted,reta-2024.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2012,95568,12,508,5,27,61,415,3353,955,2162,236,SRS,RETA12.DAT,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2013,96014,12,597,5,49,65,478,3434,823,2388,223,SRS,RETURNA2013.TXT,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2014,92075,12,526,3,39,71,413,3382,867,2197,318,SRS,RETA14.DAT,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2015,93923,12,460,5,50,75,330,2971,695,2012,264,SRS,RETA-COMB.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2016,94696,12,392,2,43,61,286,2175,441,1507,227,SRS,RETA2016.TXT,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2017,95522,12,490,5,51,89,345,2639,509,1906,224,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2018,96121,12,495,9,40,55,391,2137,429,1487,221,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2019,98769,12,379,11,30,29,309,2323,487,1599,237,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2020,99096,12,496,6,40,43,407,1963,336,1438,189,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2021,100710,12,469,10,29,45,385,1947,338,1370,239,converted,reta-2021.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2022,98164,12,551,7,43,50,451,1670,455,995,220,converted,reta-2022.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2023,99610,12,468,10,34,47,377,1486,317,961,208,converted,reta-2023.txt,2026-09-15
AZ0140500,Yuma,Yuma,AZ,2024,101989,12,427,2,39,24,362,1282,202,915,165,converted,reta-2024.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2012,114961,12,487,5,39,335,108,5696,971,4084,641,SRS,RETA12.DAT,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2013,116217,12,563,4,27,410,122,5377,1055,3658,664,SRS,RETURNA2013.TXT,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2014,117753,12,431,3,35,263,130,5102,932,3615,555,SRS,RETA14.DAT,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2015,120387,12,530,1,44,330,155,5906,1090,4099,717,SRS,RETA-COMB.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2016,122651,12,602,2,54,361,185,5420,805,3965,650,SRS,RETA2016.TXT,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2017,122687,12,666,1,83,364,218,6020,843,4556,621,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2018,123735,12,586,1,65,353,167,5381,829,4004,548,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2019,122788,12,618,0,74,369,175,6256,771,4993,492,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2020,122346,12,537,6,47,274,210,5535,797,3933,805,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2021,123754,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2022,114872,12,667,3,90,292,282,6483,1036,4611,836,converted,reta-2022.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2023,116595,12,731,2,99,353,277,6551,1058,4221,1272,converted,reta-2023.txt,2026-09-15
CA0010300,Berkeley,Berkeley,CA,2024,117400,12,757,4,59,221,473,6166,784,4307,1075,converted,reta-2024.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2012,218927,12,306,2,14,132,158,4259,1176,2502,581,SRS,RETA12.DAT,2026-09-15
CA0010500,Fremont,Fremont,CA,2013,224475,12,273,1,25,136,111,4097,944,2484,669,SRS,RETURNA2013.TXT,2026-09-15
CA0010500,Fremont,Fremont,CA,2014,227575,12,284,1,20,119,144,3910,899,2417,594,SRS,RETA14.DAT,2026-09-15
CA0010500,Fremont,Fremont,CA,2015,232427,12,337,2,49,151,135,4371,913,2755,703,SRS,RETA-COMB.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2016,235881,12,420,0,59,184,177,4715,923,2997,795,SRS,RETA2016.TXT,2026-09-15
CA0010500,Fremont,Fremont,CA,2017,236368,12,431,2,68,187,174,5083,673,3545,865,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2018,238024,12,502,3,55,216,228,4687,720,3284,683,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2019,240887,12,400,1,36,159,204,4523,547,3408,568,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2020,244259,12,407,2,28,131,246,5722,864,3797,1061,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2021,236681,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2022,223430,12,471,4,40,157,270,6457,1011,4252,1194,converted,reta-2022.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2023,220775,12,486,6,27,171,282,6371,1170,3876,1325,converted,reta-2023.txt,2026-09-15
CA0010500,Fremont,Fremont,CA,2024,224820,12,444,6,35,146,257,5387,815,3342,1230,converted,reta-2024.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2012,147424,12,613,6,46,342,219,4792,1109,2227,1456,SRS,RETA12.DAT,2026-09-15
CA0010600,Hayward,Hayward,CA,2013,150955,12,589,5,33,333,218,4844,1051,2122,1671,SRS,RETURNA2013.TXT,2026-09-15
CA0010600,Hayward,Hayward,CA,2014,153319,12,605,9,53,329,214,4873,985,2444,1444,SRS,RETA14.DAT,2026-09-15
CA0010600,Hayward,Hayward,CA,2015,157157,12,556,10,71,298,177,4483,729,2366,1388,SRS,RETA-COMB.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2016,161122,12,631,13,66,348,204,4641,707,2308,1626,SRS,RETA2016.TXT,2026-09-15
CA0010600,Hayward,Hayward,CA,2017,161417,12,563,5,70,306,182,5023,482,2740,1801,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2018,162881,12,669,3,85,364,217,4770,545,2849,1376,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2019,161588,12,552,5,54,275,218,4886,448,3197,1241,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2020,160891,12,528,13,57,253,205,5350,622,2850,1878,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2021,159368,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2022,156458,12,569,9,61,241,258,4565,502,2449,1614,converted,reta-2022.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2023,153914,12,1036,11,101,294,630,6124,656,3080,2388,converted,reta-2023.txt,2026-09-15
CA0010600,Hayward,Hayward,CA,2024,153419,12,743,12,77,267,387,5650,560,2967,2123,converted,reta-2024.txt,2026-09-15
CA0010700,Livermore,Livermore,CA,2012,82800,12,301,0,15,32,254,1805,310,1319,176,SRS,RETA12.DAT,2026-09-15
CA0010700,Livermore,Livermore,CA,2013,84350,12,271,0,13,44,214,1830,387,1275,168,SRS,RETURNA2013.TXT,2026-09-15
CA0010700,Livermore,Livermore,CA,2014,86147,12,237,0,11,31,195,1501,269,1063,169,SRS,RETA14.DAT,2026-09-15
CA0010700,Livermore,Livermore,CA,2015,88316,12,234,3,21,43,167,2113,255,1596,262,SRS,RETA-COMB.txt,2026-09-15
