cbsa,name,line,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
30140,"Lebanon, PA (Metropolitan Statistical Area)",housing,86.708,79.845,79.249,62.511,79.881,62.545,82.875,74.125,76.012,79.002,83.004,73.349,73.785,82.496,72.345,77.924,66.039
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",all,93.944,93.555,93.683,94.069,88.287,91.401,91.624,92.698,91.454,89.678,87.789,89.611,86.075,86.713,85.11,87.888,91.16
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",housing,70.39,75.163,78.461,76.433,61.599,71.212,71.178,66.565,66.203,56.725,63.204,66.256,60.829,67.942,58.749,69.45,71.925
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",all,97.736,103.268,99.024,98.744,98.752,95.168,92.816,97.195,96.581,95.912,99.347,96.397,99.658,93.885,101.319,100.876,94.736
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",housing,78.786,113.387,96.837,100.302,98.416,70.861,67.707,81.887,78.602,68.594,91.254,71.184,86.975,61.132,85.66,94.841,69.003
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",all,94.986,93.623,94.249,95.061,96.213,95.065,95.146,95.103,95.163,94.763,91.254,92.504,91.591,92.054,91.256,92.501,92.889
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",housing,82.752,81.079,78.11,77.38,82.173,78.596,76.297,77.161,74.393,74.997,76.368,78.513,75.534,77.838,70.802,74.422,77.093
30500,"Lexington Park, MD (Metropolitan Statistical Area)",all,102.97,101.057,102.84,103.963,102.63,103.669,103.436,104.32,103.265,97.976,100.604,99.065,101.405,98.988,103.068,102.721,100.76
30500,"Lexington Park, MD (Metropolitan Statistical Area)",housing,115.598,111.219,116.497,129.444,123.273,118.46,119.655,130.819,127.732,100.633,101.865,100.733,113.346,88.31,113.879,111.965,103.809
30620,"Lima, OH (Metropolitan Statistical Area)",all,92.909,90.892,92.675,89.719,91.389,90.813,91.546,89.184,88.502,87.434,89.022,89.788,89.319,88.747,89.456,87.637,89.669
30620,"Lima, OH (Metropolitan Statistical Area)",housing,65.071,60.885,70.088,61.025,64.687,62.124,68.731,57.43,56.808,52.325,58.032,56.096,60.217,55.912,63.16,52.879,57.275
30700,"Lincoln, NE (Metropolitan Statistical Area)",all,94.951,95.033,94.883,93.331,93.842,94.612,94.681,93.994,93.251,93.619,94.443,95.127,95.211,93.245,91.977,91.893,91.581
30700,"Lincoln, NE (Metropolitan Statistical Area)",housing,79.099,80.798,82.93,81.56,79.884,81.644,83.084,84.339,77.549,85.333,88.455,86.431,89.659,82.964,86.229,83.626,84.208
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",all,92.848,91.412,93.647,93.729,93.735,93.955,93.71,93.55,94.317,93.384,90.327,90.467,90.603,91.557,89.344,89.51,89.364
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",housing,72.832,70.818,75.359,72.126,70.397,73.407,72.323,71.409,73.05,69.661,67.612,66.631,65.298,70.335,65.075,67.323,68.295
30860,"Logan, UT-ID (Metropolitan Statistical Area)",all,95.768,93.616,93.567,91.797,92.514,92.788,94.146,96.576,94.674,95.277,92.095,92.346,91.333,91.837,92.699,93.596,95.927
30860,"Logan, UT-ID (Metropolitan Statistical Area)",housing,74.332,73.113,77.241,67.923,77.452,78.489,79.902,80.158,75.766,76.719,78.02,73.897,77.451,83.697,92.073,92.144,90.959
30980,"Longview, TX (Metropolitan Statistical Area)",all,92.232,91.069,92.677,93.28,94.371,93.194,93.408,93.639,94.214,92.024,90.8,92.131,92.346,92.388,86.61,88.971,89.485
30980,"Longview, TX (Metropolitan Statistical Area)",housing,68.504,70.051,70.327,73.08,78.071,71.993,72.889,74.096,74.807,70.203,67.475,72.214,73.228,73.118,54.916,66.028,66.749
31020,"Longview-Kelso, WA (Metropolitan Statistical Area)",all,98.134,95.228,95.641,95.475,92.465,95.775,95.169,97.601,96.843,96.946,99.278,98.314,100.009,98.768,101.379,99.311,97.545
31020,"Longview-Kelso, WA (Metropolitan Statistical Area)",housing,88.747,82.324,87.277,83.562,77.484,85.877,83.191,85.583,87.685,84.519,82.852,83.926,94.381,86.722,87.019,86.438,82.536
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",all,113.327,112.24,112.496,111.455,112.058,112.435,112.218,113.341,111.259,110.204,110.976,110.939,113.884,114.151,113.308,114.749,113.566
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",housing,183.797,183.201,180.003,178.292,178.401,176.723,178.509,177.185,178.513,178.393,180.513,183.432,183.551,181.47,176.89,172.984,170.433
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",all,93.215,92.277,94.304,94.4,94.873,95.212,95.386,94.553,95.051,94.383,91.649,91.304,91.582,91.626,92.053,93.192,93.074
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",housing,76.512,76.695,79.014,74.953,77.436,80.265,79.181,76.865,75.759,76.653,78.23,72.895,77.159,76.362,75.246,79.546,78.558
31180,"Lubbock, TX (Metropolitan Statistical Area)",all,94.635,93.143,95.427,95.041,94.851,95.404,94.987,95.936,95.697,94.706,91.91,92.858,93.971,93.181,91.218,90.99,91.317
31180,"Lubbock, TX (Metropolitan Statistical Area)",housing,81.242,80.129,83.896,80.055,79.673,81.325,78.415,84.496,80.402,79.653,74.338,76.573,79.01,76.089,72.513,74.955,76.357
31340,"Lynchburg, VA (Metropolitan Statistical Area)",all,90.139,87.968,89.248,92.658,91.072,92.707,91.371,93.166,91.621,91.565,89.519,88.915,88.0,91.052,90.939,90.534,89.363
31340,"Lynchburg, VA (Metropolitan Statistical Area)",housing,63.331,58.718,61.809,70.634,65.263,73.06,68.123,73.528,65.151,67.787,63.913,63.752,63.435,66.282,65.161,64.514,63.912
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",all,91.281,89.228,89.542,90.791,90.14,89.502,87.983,89.774,89.862,89.771,88.58,86.971,85.288,87.311,90.17,90.196,88.528
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",housing,68.106,64.448,60.158,61.947,60.838,58.296,54.193,58.483,57.688,59.731,60.023,56.381,54.926,54.379,61.617,64.016,58.916
31540,"Madison, WI (Metropolitan Statistical Area)",all,98.117,98.609,98.72,96.812,97.355,97.762,98.137,95.938,95.871,95.647,98.255,98.097,95.868,96.645,95.534,95.934,97.287
31540,"Madison, WI (Metropolitan Statistical Area)",housing,102.991,104.535,106.553,102.974,102.008,102.026,106.721,98.671,97.574,103.33,110.202,102.795,94.13,97.533,98.986,95.947,99.748
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",all,109.013,104.383,104.446,104.697,104.158,101.947,104.317,104.997,107.971,107.322,103.337,104.17,104.777,102.185,108.195,105.622,105.657
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",housing,139.41,120.059,127.712,125.273,132.885,126.22,133.402,129.465,127.206,130.91,118.924,122.54,122.407,114.939,132.627,127.618,134.22
31740,"Manhattan, KS (Metropolitan Statistical Area)",all,85.832,88.56,93.021,92.601,94.511,94.753,94.656,91.522,89.496,90.695,93.727,93.002,91.723,90.717,89.404,90.19,90.162
31740,"Manhattan, KS (Metropolitan Statistical Area)",housing,80.404,81.127,87.32,92.053,95.648,100.207,98.428,89.006,80.978,89.165,80.715,76.529,70.65,67.741,70.868,71.83,71.971
31860,"Mankato, MN (Metropolitan Statistical Area)",all,85.091,88.692,92.721,86.293,94.475,94.057,89.413,92.045,88.635,89.283,94.762,94.807,91.228,88.33,88.916,87.647,90.955
31860,"Mankato, MN (Metropolitan Statistical Area)",housing,80.162,80.574,88.546,60.284,100.433,103.937,68.818,93.13,78.866,84.983,92.041,88.837,69.312,59.867,72.075,64.07,79.884
31900,"Mansfield, OH (Metropolitan Statistical Area)",all,92.326,89.478,90.868,90.636,90.978,87.694,89.042,88.867,89.136,87.717,85.721,89.206,88.935,88.276,87.669,86.647,88.872
31900,"Mansfield, OH (Metropolitan Statistical Area)",housing,62.868,54.623,60.671,63.232,65.765,52.416,57.666,60.057,60.84,53.603,48.532,56.726,60.072,55.429,58.5,49.576,54.919
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",all,86.852,86.332,87.756,88.004,89.157,88.281,89.12,89.435,89.814,89.269,86.771,86.826,88.025,87.234,86.642,86.075,85.895
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",housing,54.36,53.725,52.566,54.109,56.914,54.78,56.303,56.166,56.6,57.048,56.799,55.531,56.377,56.252,57.626,57.033,55.892
32780,"Medford, OR (Metropolitan Statistical Area)",all,97.455,99.576,98.739,101.986,100.884,97.231,98.397,98.716,98.055,100.034,102.648,99.903,101.893,102.233,105.733,103.436,101.433
32780,"Medford, OR (Metropolitan Statistical Area)",housing,101.088,96.527,99.729,106.144,101.309,89.906,95.654,100.409,101.718,102.202,99.425,89.423,102.4,103.682,105.639,101.33,97.658
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",all,94.19,92.737,94.724,94.989,95.004,94.715,94.595,94.216,95.249,94.197,89.558,91.311,90.337,90.292,91.812,91.947,92.179
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",housing,81.305,79.509,81.213,78.318,77.895,77.956,77.072,75.783,76.527,75.791,72.48,75.376,74.171,74.273,76.377,77.288,79.807
32900,"Merced, CA (Metropolitan Statistical Area)",all,94.253,98.355,96.684,98.435,98.583,98.13,96.086,95.679,95.318,98.311,101.146,101.229,98.748,100.279,102.933,99.618,98.275
32900,"Merced, CA (Metropolitan Statistical Area)",housing,82.306,88.135,87.878,85.291,84.394,88.223,77.596,81.909,83.362,90.394,83.59,88.357,79.463,88.686,84.162,76.755,78.63
33100,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",all,106.485,106.02,105.298,106.672,107.453,106.691,105.903,107.339,107.928,108.318,109.533,108.553,109.507,110.014,111.923,112.088,114.155
33100,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",housing,147.007,138.633,138.05,138.474,140.73,137.659,138.888,143.625,141.292,142.058,142.169,143.773,143.987,143.717,147.231,156.613,155.551
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",all,83.743,87.48,88.854,88.975,88.878,89.67,90.25,87.56,87.115,84.572,91.667,89.961,91.862,90.763,88.629,92.022,91.682
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",housing,75.952,77.438,69.695,75.633,66.982,74.454,74.636,68.75,71.825,62.024,71.423,58.335,73.651,65.671,55.952,74.968,68.451
33220,"Midland, MI (Metropolitan Statistical Area)",all,94.13,93.892,92.47,92.662,93.175,93.376,92.893,91.011,92.025,89.374,92.771,92.449,88.752,91.479,88.2,90.62,91.921
33220,"Midland, MI (Metropolitan Statistical Area)",housing,68.041,71.965,67.675,72.611,73.717,73.316,72.965,68.567,72.807,62.501,72.299,66.608,58.524,67.581,53.25,65.635,66.684
33260,"Midland, TX (Metropolitan Statistical Area)",all,96.511,96.239,98.643,101.138,100.325,101.53,103.245,104.271,102.635,100.572,99.804,100.504,95.828,97.715,95.905,95.383,95.783
33260,"Midland, TX (Metropolitan Statistical Area)",housing,88.6,93.657,100.513,117.437,111.689,122.511,139.265,144.902,123.793,115.622,129.338,130.211,85.672,102.989,101.237,101.928,101.497
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",all,97.714,98.737,97.5,96.313,97.592,97.164,97.11,97.927,99.089,100.842,95.962,97.566,95.744,95.566,95.122,95.672,96.937
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",housing,98.807,103.549,106.553,104.851,106.88,103.613,99.571,99.299,96.851,100.644,92.365,98.413,93.048,89.88,95.64,94.021,97.111
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",all,102.937,104.963,102.313,102.504,101.233,102.07,103.56,102.798,102.349,102.25,104.735,102.748,102.414,103.53,102.641,104.302,104.822
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",housing,119.922,116.75,114.086,113.944,111.679,115.023,115.53,119.708,116.637,119.577,116.765,117.994,112.031,114.689,119.045,110.308,111.838
33500,"Minot, ND (Metropolitan Statistical Area)",all,79.178,86.224,85.164,87.064,90.923,91.797,93.726,90.159,89.642,85.029,91.005,93.134,92.537,89.564,89.608,88.684,87.028
33500,"Minot, ND (Metropolitan Statistical Area)",housing,54.23,72.434,51.861,63.856,74.339,88.39,95.308,82.58,87.453,61.928,72.519,76.888,76.901,63.686,71.054,73.922,63.234
33540,"Missoula, MT (Metropolitan Statistical Area)",all,97.976,96.776,97.115,97.922,93.891,94.967,95.961,95.681,95.794,97.826,92.68,95.773,93.9,94.55,90.141,93.911,96.445
33540,"Missoula, MT (Metropolitan Statistical Area)",housing,84.326,88.844,93.89,94.035,80.269,84.622,87.198,76.826,81.099,87.742,76.404,87.661,85.533,98.605,72.257,92.741,94.945
33660,"Mobile, AL (Metropolitan Statistical Area)",all,90.484,89.796,90.265,91.977,92.989,92.298,93.691,91.505,92.25,92.204,87.776,88.398,87.504,87.948,87.797,88.738,88.098
33660,"Mobile, AL (Metropolitan Statistical Area)",housing,63.0,64.952,60.375,65.968,69.016,68.8,71.547,65.188,64.579,65.417,62.542,62.04,59.823,62.254,57.422,61.287,60.116
33700,"Modesto, CA (Metropolitan Statistical Area)",all,98.699,102.481,100.376,101.841,102.076,100.668,99.293,98.628,97.765,99.913,104.525,104.589,103.158,102.961,105.957,105.127,104.108
33700,"Modesto, CA (Metropolitan Statistical Area)",housing,109.238,110.159,108.173,102.695,102.667,101.477,95.375,98.31,97.95,100.383,102.884,109.332,104.81,105.249,101.663,103.545,108.476
33740,"Monroe, LA (Metropolitan Statistical Area)",all,86.297,84.235,88.552,87.576,86.353,86.812,87.917,85.125,86.065,86.765,86.227,85.78,83.392,86.483,86.635,83.644,83.597
33740,"Monroe, LA (Metropolitan Statistical Area)",housing,45.042,47.752,55.514,51.557,47.857,49.009,50.476,46.45,49.242,50.15,51.16,47.091,41.101,47.674,49.781,43.872,42.815
33780,"Monroe, MI (Metropolitan Statistical Area)",all,96.209,96.409,97.669,98.175,94.075,95.367,96.735,95.576,93.005,93.477,95.347,93.592,93.517,92.026,93.305,93.313,93.492
33780,"Monroe, MI (Metropolitan Statistical Area)",housing,77.486,77.537,89.981,92.774,74.743,78.468,83.366,86.493,74.545,80.264,86.568,73.871,79.201,71.127,80.661,77.92,74.641
33860,"Montgomery, AL (Metropolitan Statistical Area)",all,91.349,90.778,92.416,91.139,93.299,91.432,90.708,90.657,93.122,92.798,88.412,88.762,87.523,88.484,89.845,89.937,89.682
33860,"Montgomery, AL (Metropolitan Statistical Area)",housing,67.072,69.472,68.12,61.391,69.82,63.144,60.536,60.382,66.885,68.907,63.876,62.969,59.96,64.667,65.348,65.715,64.347
34060,"Morgantown, WV (Metropolitan Statistical Area)",all,89.418,87.45,92.81,93.853,91.823,93.126,89.908,95.842,94.395,90.064,94.051,91.57,91.899,95.792,92.4,92.183,93.323
34060,"Morgantown, WV (Metropolitan Statistical Area)",housing,69.251,68.473,82.347,87.221,78.307,81.185,66.054,96.812,88.984,71.436,81.462,70.488,74.607,81.603,69.09,66.125,69.126
34100,"Morristown, TN (Metropolitan Statistical Area)",all,86.317,82.771,86.791,88.141,88.624,88.424,86.941,87.26,85.641,86.627,86.211,87.116,84.611,84.821,87.655,87.214,86.364
34100,"Morristown, TN (Metropolitan Statistical Area)",housing,60.999,55.328,61.038,67.55,68.157,65.201,59.394,63.086,57.166,64.32,62.702,61.926,53.568,57.235,57.321,57.457,59.024
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",all,102.903,101.06,100.023,100.019,98.657,98.874,96.878,101.342,101.425,101.461,103.98,101.7,102.123,100.331,105.772,105.89,102.443
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",housing,114.54,109.692,110.591,108.815,107.694,102.135,90.776,104.729,111.268,106.892,107.163,99.584,103.874,95.763,109.298,121.569,108.165
34620,"Muncie, IN (Metropolitan Statistical Area)",all,93.849,91.389,91.624,91.225,90.548,92.102,89.915,88.26,88.558,89.041,90.996,88.459,87.159,88.979,88.195,88.659,88.148
34620,"Muncie, IN (Metropolitan Statistical Area)",housing,76.51,66.696,69.859,74.03,67.779,73.246,63.636,62.19,58.294,63.014,69.931,57.56,58.57,60.38,57.301,61.098,57.474
34740,"Muskegon-Norton Shores, MI (Metropolitan Statistical Area)",all,93.176,93.889,93.577,91.347,90.766,90.67,92.688,87.257,90.347,89.892,91.799,93.43,93.385,91.953,91.84,91.749,92.519
34740,"Muskegon-Norton Shores, MI (Metropolitan Statistical Area)",housing,70.721,75.484,74.525,71.852,65.573,64.395,73.641,56.646,65.791,67.308,68.764,75.227,80.821,71.754,76.185,73.584,74.228
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC (Metropolitan Statistical Area)",all,94.951,94.908,94.005,95.418,96.655,93.5,95.537,95.016,96.224,94.86,91.702,93.131,92.03,94.166,94.034,93.774,93.642
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC (Metropolitan Statistical Area)",housing,86.19,90.051,81.596,85.442,89.082,77.789,84.258,82.628,84.822,83.203,76.111,85.06,82.828,82.082,83.92,84.167,83.129
34900,"Napa, CA (Metropolitan Statistical Area)",all,115.234,115.093,112.73,111.842,111.628,113.02,114.785,115.242,117.771,121.508,115.844,112.56,112.222,112.456,112.964,111.826,112.554
34900,"Napa, CA (Metropolitan Statistical Area)",housing,138.655,170.969,154.782,164.584,159.801,165.695,180.32,171.907,190.406,179.688,196.645,184.507,187.209,187.641,161.679,161.293,197.44
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",all,104.307,101.567,102.285,99.888,101.617,101.391,101.375,102.703,103.772,104.314,100.728,100.629,99.1,102.181,102.708,106.479,103.2
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",housing,133.416,120.653,119.303,103.195,112.798,115.942,112.016,119.951,123.196,130.078,118.224,128.029,116.482,125.68,129.341,146.348,129.441
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",all,95.693,95.178,96.685,97.023,97.353,97.562,97.284,97.25,99.306,98.5,93.962,95.783,95.927,95.193,96.542,97.024,96.338
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",housing,89.436,92.421,91.461,89.194,89.84,93.685,91.233,91.421,98.8,100.184,99.752,102.483,106.983,104.388,105.305,106.905,104.626
35300,"New Haven, CT (Metropolitan Statistical Area)",all,114.589,114.871,109.54,112.145,111.002,110.083,111.421,109.955,109.287,109.48,103.995,104.448,103.994,102.695,106.345,105.358,104.559
35300,"New Haven, CT (Metropolitan Statistical Area)",housing,137.077,143.483,128.15,137.441,132.381,126.404,135.221,134.179,122.395,123.045,119.966,119.639,112.953,117.804,119.511,124.149,124.293
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",all,98.246,96.131,97.634,97.677,97.892,97.36,97.483,96.712,98.166,96.52,93.723,94.67,95.747,94.444,93.738,91.194,92.597
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",housing,102.881,98.918,97.408,94.879,95.889,92.911,91.392,88.39,91.824,88.097,85.102,89.932,91.539,83.175,84.723,77.753,86.009
35620,"New York-Newark-Jersey City, NY-NJ (Metropolitan Statistical Area)",all,113.482,114.779,113.214,114.589,113.75,113.314,113.229,113.255,113.714,113.583,114.531,114.899,115.572,114.81,112.987,112.645,112.563
35620,"New York-Newark-Jersey City, NY-NJ (Metropolitan Statistical Area)",housing,166.659,166.895,169.212,168.315,169.721,167.662,167.979,164.777,164.752,160.808,159.193,159.436,163.752,160.496,154.292,149.66,148.616
35660,"Niles, MI (Metropolitan Statistical Area)",all,94.287,91.618,92.436,91.91,91.235,90.698,91.913,91.076,91.187,89.664,89.194,87.382,90.32,91.969,88.088,89.725,92.37
35660,"Niles, MI (Metropolitan Statistical Area)",housing,74.672,66.144,71.052,73.446,66.651,65.7,70.581,71.912,71.185,66.869,60.162,54.1,68.121,70.825,58.078,64.145,71.599
35840,"North Port-Bradenton-Sarasota, FL (Metropolitan Statistical Area)",all,101.312,100.296,100.173,100.292,100.916,99.879,101.116,101.116,101.521,102.164,100.948,99.985,99.625,99.255,101.594,104.221,102.417
35840,"North Port-Bradenton-Sarasota, FL (Metropolitan Statistical Area)",housing,114.426,114.825,108.392,105.778,110.043,107.192,111.417,110.09,110.458,119.053,121.801,124.479,121.223,107.694,123.186,137.782,127.95
35980,"Norwich-New London-Willimantic, CT (Metropolitan Statistical Area)",all,103.672,104.166,101.502,101.649,101.736,102.132,97.979,101.85,102.622,102.329,101.651,102.673,102.075,100.014,103.644,100.695,100.445
35980,"Norwich-New London-Willimantic, CT (Metropolitan Statistical Area)",housing,113.892,118.113,111.377,114.12,116.971,113.929,95.177,107.37,112.244,103.675,102.747,107.511,101.739,98.59,100.06,91.825,93.662
36100,"Ocala, FL (Metropolitan Statistical Area)",all,96.287,95.358,94.146,95.16,94.792,93.498,93.91,93.345,94.83,94.361,93.25,91.884,91.204,93.834,93.934,95.8,95.234
36100,"Ocala, FL (Metropolitan Statistical Area)",housing,87.117,87.627,79.295,80.904,78.051,74.735,72.315,70.166,76.517,75.04,77.146,76.375,76.773,77.294,78.841,86.201,86.23
36220,"Odessa, TX (Metropolitan Statistical Area)",all,96.419,94.187,96.347,98.622,97.925,99.983,101.251,99.333,99.071,98.434,96.907,98.079,99.149,96.339,94.052,92.638,93.896
36220,"Odessa, TX (Metropolitan Statistical Area)",housing,87.807,81.107,85.292,98.468,93.529,109.146,117.726,101.701,96.228,99.312,103.614,109.17,108.21,94.19,88.267,83.504,89.709
36260,"Ogden, UT (Metropolitan Statistical Area)",all,95.034,99.528,97.895,100.691,100.912,98.588,98.905,95.544,96.257,97.868,95.939,97.997,95.789,94.035,94.889,96.129,100.349
36260,"Ogden, UT (Metropolitan Statistical Area)",housing,90.035,96.04,94.213,98.408,100.384,95.07,100.505,85.156,97.793,91.187,96.255,102.464,100.833,96.075,107.834,109.079,117.903
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",all,92.825,91.668,94.093,94.248,94.798,94.704,95.121,94.319,94.811,94.436,92.055,91.91,92.653,92.444,91.351,91.445,90.408
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",housing,72.45,72.699,76.894,75.658,76.817,78.0,78.971,75.403,75.311,76.626,76.775,74.752,75.873,75.187,74.474,78.07,73.885
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",all,105.37,104.071,102.936,104.99,101.313,101.899,104.77,104.069,106.032,106.883,104.843,104.459,101.892,103.501,107.51,106.36,103.67
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",housing,110.943,106.231,109.467,125.299,103.061,108.24,117.055,111.255,114.04,113.109,113.444,116.759,103.251,115.377,120.25,125.901,116.675
36540,"Omaha, NE-IA (Metropolitan Statistical Area)",all,96.032,96.193,95.768,94.198,95.727,95.118,95.568,94.156,94.566,94.074,94.206,94.898,94.957,93.796,92.009,92.475,91.911
36540,"Omaha, NE-IA (Metropolitan Statistical Area)",housing,84.771,87.609,88.691,87.356,92.889,85.475,89.433,85.266,86.711,88.72,86.455,85.845,88.589,86.488,87.015,87.275,86.404
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",all,101.367,99.436,99.769,100.353,99.934,99.773,100.275,100.189,100.813,100.53,98.84,98.176,98.471,99.784,100.524,101.59,101.418
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",housing,116.404,111.06,106.911,106.779,104.632,107.032,106.419,104.913,106.607,108.945,108.653,113.37,115.247,112.46,118.51,121.165,123.374
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",all,97.111,94.617,95.147,94.163,94.445,95.148,93.232,92.986,92.994,91.993,92.372,92.492,92.611,92.548,91.3,90.804,92.929
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",housing,83.862,73.773,81.02,81.341,80.108,81.775,74.018,76.752,77.735,74.811,71.895,68.486,76.002,71.849,72.723,65.385,74.442
36980,"Owensboro, KY (Metropolitan Statistical Area)",all,88.627,88.629,90.093,91.853,93.745,92.254,92.124,92.33,92.144,93.648,87.985,89.287,89.005,87.527,88.614,89.516,88.61
36980,"Owensboro, KY (Metropolitan Statistical Area)",housing,54.414,60.301,61.108,63.062,72.005,65.326,62.976,65.462,63.225,71.935,61.114,63.449,65.499,53.275,57.305,59.73,55.698
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",all,109.515,110.431,109.447,109.637,110.41,111.225,113.136,113.185,111.167,108.143,113.986,112.449,111.336,111.445,114.44,113.685,110.534
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",housing,184.03,186.938,187.657,193.099,191.474,193.539,190.936,185.392,185.279,186.161,189.735,190.048,176.073,188.201,174.846,177.625,171.096
37140,"Paducah, KY-IL (Metropolitan Statistical Area)",all,84.371,82.66,86.637,85.764,84.575,85.976,85.347,86.729,86.028,85.546,86.585,87.702,85.499,85.3,84.653,85.575,86.084
37140,"Paducah, KY-IL (Metropolitan Statistical Area)",housing,48.953,51.338,55.127,53.67,49.106,53.533,48.289,55.336,53.915,54.581,56.633,58.165,54.908,49.289,44.987,48.009,48.794
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",all,99.936,97.186,98.585,98.634,98.003,97.077,98.933,99.605,98.811,99.415,98.328,96.605,96.782,98.909,99.392,101.322,100.005
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",housing,106.926,97.635,99.939,96.384,93.083,91.218,97.878,100.868,94.061,101.492,104.584,102.365,104.521,105.931,108.641,119.022,111.731
37460,"Panama City-Panama City Beach, FL (Metropolitan Statistical Area)",all,96.721,94.397,96.388,97.741,96.81,94.278,95.196,94.793,95.224,94.084,94.246,94.602,94.554,96.75,97.274,97.843,97.296
37460,"Panama City-Panama City Beach, FL (Metropolitan Statistical Area)",housing,91.681,86.23,90.534,93.399,90.63,80.772,81.401,80.336,80.753,78.554,83.556,91.53,91.95,92.959,95.735,96.689,96.424
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",all,87.025,86.282,87.026,88.524,91.62,91.738,90.606,92.673,92.679,91.247,89.642,88.029,86.156,89.669,87.158,88.022,87.066
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",housing,51.372,53.804,49.407,49.6,58.352,61.278,56.87,64.375,62.831,59.081,60.486,54.101,53.743,52.263,48.34,50.164,45.884
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",all,96.414,95.263,96.18,98.71,97.336,96.266,96.918,97.241,97.443,96.63,95.27,93.945,93.294,95.733,95.372,95.849,97.717
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",housing,87.207,86.821,86.359,96.634,88.531,85.966,85.718,86.756,86.316,85.488,85.945,85.969,83.718,86.452,84.819,84.684,98.77
37900,"Peoria, IL (Metropolitan Statistical Area)",all,93.99,94.11,92.793,92.012,92.835,92.909,93.703,92.583,90.691,89.629,91.906,92.4,90.36,90.388,90.251,88.834,91.231
37900,"Peoria, IL (Metropolitan Statistical Area)",housing,70.167,72.946,69.278,71.621,73.002,73.611,77.502,76.121,65.952,65.878,68.898,67.635,65.998,62.48,65.709,58.371,63.763
