cbsa,name,line,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",all,97.435,97.342,97.752,99.44,100.333,99.628,99.823,100.055,99.722,99.237,98.309,98.185,98.015,99.155,99.105,101.098,100.962
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",housing,96.926,101.479,96.305,102.353,107.223,104.177,104.271,106.696,99.619,102.157,107.598,111.939,112.463,106.054,110.874,123.357,119.77
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",all,95.304,94.062,95.664,95.714,96.149,95.926,96.342,96.211,96.935,96.203,95.527,94.484,94.168,96.601,96.787,97.323,97.348
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",housing,85.089,84.569,85.592,83.389,85.032,84.387,85.602,85.536,85.945,87.186,88.68,88.504,88.537,90.596,93.88,97.053,97.635
16820,"Charlottesville, VA (Metropolitan Statistical Area)",all,99.727,98.68,100.634,100.632,98.861,100.78,99.859,100.056,100.302,99.867,98.192,95.767,98.311,100.482,97.55,98.961,99.146
16820,"Charlottesville, VA (Metropolitan Statistical Area)",housing,110.465,111.866,114.15,111.968,102.021,113.851,108.273,109.445,106.154,109.766,105.878,98.78,116.109,114.854,97.322,104.637,107.041
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",all,92.211,91.617,93.801,93.647,94.42,93.398,93.473,93.588,93.771,94.107,89.36,91.263,90.056,89.984,92.536,92.35,91.464
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",housing,71.875,74.2,76.06,72.652,75.363,72.026,71.76,72.661,70.467,75.249,71.969,75.509,72.519,73.362,79.592,78.324,76.55
16940,"Cheyenne, WY (Metropolitan Statistical Area)",all,95.58,99.458,96.769,100.207,99.229,97.999,99.847,96.364,97.898,98.692,93.661,96.437,91.77,92.846,94.191,91.622,96.491
16940,"Cheyenne, WY (Metropolitan Statistical Area)",housing,90.374,96.488,88.125,97.694,90.639,90.172,104.985,86.871,100.496,93.114,82.31,91.074,74.034,87.533,94.024,74.635,89.828
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",all,105.439,106.524,106.054,106.855,105.118,104.241,103.23,102.573,103.794,105.187,104.225,102.649,104.473,105.464,105.706,102.486,103.595
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",housing,123.964,122.865,124.548,122.579,119.812,122.718,122.576,122.404,121.449,119.66,117.753,116.318,117.297,114.027,111.224,111.004,112.01
17020,"Chico, CA (Metropolitan Statistical Area)",all,99.415,102.254,100.73,102.077,103.484,100.476,99.809,98.395,97.08,100.874,104.211,102.217,101.788,102.479,104.223,104.745,101.197
17020,"Chico, CA (Metropolitan Statistical Area)",housing,111.409,107.736,110.295,104.38,111.71,100.567,99.084,97.353,93.815,105.934,100.935,95.321,97.144,102.44,91.442,100.723,91.946
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",all,97.09,96.482,94.698,93.16,93.399,93.781,92.905,91.81,93.656,93.927,94.357,94.936,93.907,94.216,93.591,94.224,95.37
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",housing,87.531,83.859,83.465,82.541,85.799,85.425,82.949,82.54,83.622,83.72,81.768,81.787,83.488,83.287,83.822,83.826,87.608
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",all,90.503,90.043,91.408,93.82,92.981,92.81,92.337,92.461,93.589,92.113,88.588,89.452,88.761,90.379,91.071,91.653,90.947
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",housing,65.836,67.33,68.753,74.65,71.025,71.054,69.442,71.048,73.525,67.662,69.074,68.159,69.384,74.981,73.906,75.606,73.801
17410,"Cleveland, OH (Metropolitan Statistical Area)",all,92.567,96.149,94.163,94.772,95.028,96.285,96.023,95.358,95.392,95.278,94.565,94.261,93.324,93.807,92.987,92.909,93.923
17410,"Cleveland, OH (Metropolitan Statistical Area)",housing,85.158,88.001,86.607,84.996,82.222,90.127,84.407,83.047,83.843,83.57,83.584,79.411,80.877,81.662,81.78,78.235,79.434
17420,"Cleveland, TN (Metropolitan Statistical Area)",all,87.932,86.653,87.341,86.786,89.331,90.219,89.286,88.092,88.562,85.072,88.2,86.718,86.637,87.728,89.218,90.428,88.08
17420,"Cleveland, TN (Metropolitan Statistical Area)",housing,63.106,68.716,63.458,61.686,69.22,70.407,65.241,60.687,65.598,56.69,65.833,55.295,59.551,62.115,64.869,69.913,60.327
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",all,98.136,95.072,93.182,94.304,94.867,96.454,96.148,96.635,97.499,97.55,94.016,90.601,93.039,93.678,93.713,97.626,98.293
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",housing,89.739,83.242,79.021,79.327,87.509,95.203,90.153,82.74,90.908,86.591,90.411,69.883,87.364,96.355,99.716,117.171,105.597
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",all,95.133,94.318,95.857,95.565,96.451,95.228,95.469,95.949,96.439,94.623,94.627,94.475,95.13,94.885,92.429,91.26,90.951
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",housing,84.408,87.359,87.069,85.912,89.2,83.054,82.77,85.09,85.073,82.408,88.406,85.48,84.198,85.595,79.855,77.623,75.088
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",all,97.997,101.539,99.126,102.453,102.198,101.284,101.057,99.713,98.961,101.997,97.897,100.332,98.577,96.455,96.838,98.113,100.707
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",housing,103.449,107.337,101.121,107.532,107.076,110.008,109.792,108.58,108.787,115.696,113.482,119.301,119.744,119.682,119.293,123.165,116.207
17860,"Columbia, MO (Metropolitan Statistical Area)",all,93.519,93.486,93.021,91.926,93.446,92.534,92.875,91.48,91.166,91.095,91.591,92.401,91.11,89.516,87.805,89.125,89.438
17860,"Columbia, MO (Metropolitan Statistical Area)",housing,78.692,76.198,74.323,73.216,77.954,72.287,76.198,73.154,68.38,73.871,71.351,74.998,68.276,64.549,64.851,66.005,69.248
17900,"Columbia, SC (Metropolitan Statistical Area)",all,93.542,92.307,94.122,95.252,94.38,94.72,94.136,94.651,94.596,93.608,92.336,91.021,89.842,93.235,93.422,93.223,93.662
17900,"Columbia, SC (Metropolitan Statistical Area)",housing,76.249,76.453,78.076,81.218,77.151,78.71,75.115,78.166,75.015,74.654,74.122,71.216,69.631,74.765,78.779,78.446,79.455
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",all,88.446,87.335,90.807,91.495,90.112,90.461,91.071,91.21,90.464,89.636,88.311,87.841,86.315,88.912,89.39,88.841,89.296
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",housing,60.295,58.677,65.612,65.565,60.267,62.126,62.423,64.599,59.625,58.962,58.839,60.072,57.723,57.701,61.054,58.459,61.185
18020,"Columbus, IN (Metropolitan Statistical Area)",all,83.986,86.133,90.525,89.015,90.445,88.718,90.342,87.604,87.882,87.334,94.024,93.822,91.419,91.829,90.278,90.233,93.003
18020,"Columbus, IN (Metropolitan Statistical Area)",housing,77.394,70.374,79.506,74.826,73.678,70.495,75.414,68.974,75.161,73.722,83.425,75.834,70.512,70.222,66.44,63.135,75.468
18140,"Columbus, OH (Metropolitan Statistical Area)",all,96.565,95.998,95.932,94.088,95.401,95.457,95.275,94.512,94.569,93.654,95.274,95.628,94.417,94.858,94.093,94.63,95.469
18140,"Columbus, OH (Metropolitan Statistical Area)",housing,86.393,84.498,86.863,84.144,87.541,87.053,86.524,87.652,86.441,85.863,86.936,85.789,86.204,87.407,87.632,87.103,87.945
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",all,95.598,92.063,95.326,94.68,95.052,96.915,96.143,95.942,96.881,96.186,93.8,94.572,94.92,94.309,93.325,91.714,92.671
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",housing,84.637,74.075,82.453,78.145,80.219,90.061,84.234,83.419,86.123,88.117,84.401,87.67,84.669,83.471,85.702,80.304,84.905
18700,"Corvallis, OR (Metropolitan Statistical Area)",all,99.323,99.992,96.989,96.234,96.594,96.861,98.758,98.732,98.906,98.794,103.223,102.982,102.697,101.934,106.079,106.506,104.017
18700,"Corvallis, OR (Metropolitan Statistical Area)",housing,91.898,104.561,93.064,86.584,95.021,93.454,101.912,91.42,98.351,93.068,102.129,104.894,106.237,101.272,106.335,119.341,114.437
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",all,95.807,94.293,96.054,97.079,97.962,96.763,97.347,97.241,96.775,95.515,96.184,95.844,94.894,96.821,97.929,98.357,97.031
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",housing,88.434,87.206,89.24,92.088,97.907,91.124,92.501,92.87,89.294,85.928,91.744,97.58,92.93,93.15,99.099,99.175,94.934
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",all,101.355,101.524,101.299,100.229,100.776,101.045,100.237,99.117,98.038,99.65,101.116,103.4,104.526,103.964,103.412,102.49,103.09
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",housing,103.327,102.414,101.864,104.108,103.576,103.814,105.445,106.117,108.727,110.849,111.833,112.59,114.451,114.273,116.267,117.84,117.874
19140,"Dalton, GA (Metropolitan Statistical Area)",all,89.264,85.192,89.346,87.487,88.543,87.91,89.024,88.662,87.585,85.287,88.78,87.629,84.49,90.726,90.373,90.443,89.844
19140,"Dalton, GA (Metropolitan Statistical Area)",housing,69.882,62.287,70.041,62.883,64.75,59.557,61.682,64.018,60.498,53.861,57.895,58.38,49.904,62.538,63.168,62.916,63.342
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",all,95.259,94.583,96.711,93.415,95.873,94.195,94.109,93.51,94.846,95.653,91.459,94.629,90.75,92.043,91.259,94.195,94.69
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",housing,87.821,88.038,91.447,72.297,83.076,79.532,77.518,74.641,77.424,84.249,80.899,91.684,75.275,80.406,75.176,86.206,89.15
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",all,94.795,93.192,94.031,91.873,93.208,93.17,92.422,91.395,90.693,91.128,91.927,91.978,91.617,91.357,88.73,89.163,89.079
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",housing,75.134,70.072,77.487,72.272,76.318,75.617,72.452,69.714,67.601,74.407,72.405,69.202,71.408,71.864,68.693,66.046,68.346
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",all,96.044,94.636,94.228,93.127,93.119,93.613,93.487,92.602,92.712,91.862,92.823,92.484,91.829,92.32,91.453,92.377,92.694
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",housing,80.163,75.416,77.775,78.4,74.217,75.691,76.312,76.165,74.665,75.429,72.798,69.267,73.289,73.372,72.853,74.968,72.712
19460,"Decatur, AL (Metropolitan Statistical Area)",all,89.808,85.203,88.843,90.55,88.233,90.744,87.291,90.242,89.227,88.958,87.239,84.359,87.151,86.159,87.433,89.202,87.212
19460,"Decatur, AL (Metropolitan Statistical Area)",housing,58.075,49.147,54.943,56.315,48.201,59.103,50.652,57.855,49.955,51.847,58.8,45.326,52.283,49.71,55.354,58.502,58.067
19500,"Decatur, IL (Metropolitan Statistical Area)",all,91.003,91.752,89.376,91.517,93.018,89.656,90.265,88.847,88.921,85.984,89.892,89.541,88.296,89.504,87.324,86.661,88.422
19500,"Decatur, IL (Metropolitan Statistical Area)",housing,55.731,63.146,57.804,68.816,75.532,60.056,60.535,58.026,60.777,54.397,61.16,58.388,59.676,60.636,56.615,55.026,56.186
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",all,98.614,96.644,96.155,97.972,97.535,97.118,97.627,98.175,98.254,98.231,97.071,95.753,96.681,97.775,98.808,99.142,99.367
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",housing,99.257,94.754,87.967,93.649,91.744,92.331,91.684,93.475,92.216,95.421,97.122,97.274,102.934,99.072,104.966,104.138,108.375
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",all,105.797,103.348,101.901,104.958,105.113,104.895,104.826,105.002,105.174,104.327,102.397,104.392,109.361,109.067,107.334,105.768,105.782
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",housing,122.839,120.036,123.132,131.063,127.469,128.703,134.268,141.623,147.153,148.154,148.27,147.27,152.641,146.233,145.608,146.07,146.919
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",all,95.14,97.154,95.242,94.385,95.484,95.755,95.932,94.563,94.602,93.923,95.52,95.607,93.807,93.414,92.054,92.752,91.701
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",housing,82.129,95.313,85.576,90.143,91.732,91.253,93.187,90.591,88.891,89.604,91.939,88.938,81.773,85.045,87.566,86.029,84.741
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",all,100.59,100.179,99.412,98.541,97.85,98.357,98.7,96.85,96.275,95.817,97.251,98.442,98.338,96.408,96.266,98.187,100.298
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",housing,103.363,97.954,100.275,95.326,96.353,95.726,95.727,93.508,94.031,95.199,94.361,96.933,95.728,90.339,94.175,93.104,94.69
20020,"Dothan, AL (Metropolitan Statistical Area)",all,86.773,85.658,87.751,88.081,88.582,89.09,88.119,87.289,88.277,86.316,84.947,85.796,86.55,86.063,85.271,87.36,83.833
20020,"Dothan, AL (Metropolitan Statistical Area)",housing,51.442,52.963,53.623,54.469,55.48,56.028,54.397,51.87,56.164,48.389,50.842,52.032,56.634,52.367,47.837,56.321,46.872
20100,"Dover, DE (Metropolitan Statistical Area)",all,96.77,98.092,98.529,98.277,97.329,97.745,98.59,97.438,100.303,96.742,94.894,95.207,93.865,95.844,95.083,91.928,97.507
20100,"Dover, DE (Metropolitan Statistical Area)",housing,86.16,98.072,94.118,89.634,83.251,89.289,94.786,87.026,97.679,84.279,86.004,95.084,88.809,83.252,81.923,69.071,95.899
20220,"Dubuque, IA (Metropolitan Statistical Area)",all,93.433,92.647,91.714,91.319,91.814,92.484,92.753,91.297,91.197,91.527,90.464,89.932,89.765,88.148,86.369,89.059,87.328
20220,"Dubuque, IA (Metropolitan Statistical Area)",housing,69.214,67.284,65.339,71.34,71.441,72.863,73.186,70.307,69.857,75.013,65.195,62.051,64.917,59.421,61.564,67.801,64.046
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",all,89.243,92.902,88.992,90.939,90.761,88.5,89.35,90.087,88.253,86.494,90.486,90.237,83.092,89.29,88.507,87.181,88.768
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",housing,60.253,76.305,61.934,73.05,70.58,59.524,64.614,70.723,62.584,59.423,73.022,69.206,46.49,69.857,74.842,65.241,71.147
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",all,97.316,96.178,97.208,97.675,96.672,97.336,97.618,97.603,97.539,96.956,95.792,94.809,94.848,96.597,97.082,97.347,97.572
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",housing,95.689,95.128,92.78,91.617,86.574,90.816,91.572,91.97,87.482,89.308,89.555,90.485,92.442,90.28,95.253,96.398,98.934
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",all,84.397,80.528,85.857,81.688,85.915,82.844,87.876,85.463,84.605,83.912,86.488,85.558,89.137,88.019,81.136,81.96,83.805
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",housing,49.053,45.995,57.838,46.65,59.081,46.919,58.924,56.709,53.368,55.703,54.331,51.923,61.966,58.806,43.629,48.436,53.681
20740,"Eau Claire, WI (Metropolitan Statistical Area)",all,96.628,94.373,94.388,94.309,94.765,93.598,94.008,92.311,91.577,91.159,93.169,92.782,92.211,91.93,91.131,91.528,92.796
20740,"Eau Claire, WI (Metropolitan Statistical Area)",housing,82.039,75.935,76.668,83.436,84.357,73.561,77.343,74.391,69.797,71.182,76.052,71.34,72.361,70.845,71.708,68.793,72.85
20940,"El Centro, CA (Metropolitan Statistical Area)",all,95.251,96.23,95.219,94.835,94.023,94.333,91.828,94.515,95.731,95.772,92.771,96.35,96.905,95.588,100.046,100.151,95.174
20940,"El Centro, CA (Metropolitan Statistical Area)",housing,72.489,79.721,80.606,75.415,81.389,78.849,66.935,68.505,80.924,69.952,56.453,67.773,76.155,67.04,73.957,77.741,66.274
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",all,89.971,88.115,90.56,91.912,88.763,89.746,90.395,89.127,88.782,87.116,87.333,88.846,87.95,87.618,89.632,88.87,90.572
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",housing,71.108,72.415,71.572,76.898,64.772,66.993,68.229,64.231,64.849,60.293,59.501,64.036,60.799,58.648,61.566,58.621,66.669
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",all,96.615,94.097,92.854,93.541,92.617,91.316,92.166,92.107,90.108,91.022,92.459,91.449,91.021,87.713,91.62,92.545,90.325
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",housing,85.879,76.008,74.324,82.947,74.022,68.037,70.307,73.549,63.694,70.801,74.207,69.131,70.858,59.408,73.342,77.032,64.327
21300,"Elmira, NY (Metropolitan Statistical Area)",all,95.697,96.636,96.206,97.671,94.432,98.9,97.591,97.569,95.305,97.762,96.166,95.668,95.332,94.664,92.873,92.679,94.398
21300,"Elmira, NY (Metropolitan Statistical Area)",housing,70.593,76.074,77.048,86.161,71.214,90.182,93.382,79.582,69.697,78.696,79.203,80.942,75.877,77.047,74.293,67.567,76.357
21340,"El Paso, TX (Metropolitan Statistical Area)",all,92.494,92.696,94.625,95.785,95.591,94.777,94.114,94.002,95.186,94.71,91.424,91.643,92.722,92.811,90.955,90.785,89.912
21340,"El Paso, TX (Metropolitan Statistical Area)",housing,71.554,76.481,79.357,82.486,80.952,78.422,74.7,73.725,76.859,78.437,72.065,72.924,73.475,76.005,73.371,75.474,71.248
21420,"Enid, OK (Metropolitan Statistical Area) *",all,,,,,,89.981,89.636,90.657,92.106,91.706,87.95,86.077,86.775,86.914,85.563,86.455,84.269
21420,"Enid, OK (Metropolitan Statistical Area) *",housing,,,,,,57.943,57.684,58.007,64.322,64.552,58.986,51.207,53.22,51.162,50.34,58.072,51.389
21500,"Erie, PA (Metropolitan Statistical Area)",all,96.454,93.425,94.578,93.871,95.282,96.261,93.8,94.642,95.45,96.615,94.585,93.913,92.847,91.921,90.704,91.941,90.95
21500,"Erie, PA (Metropolitan Statistical Area)",housing,71.879,60.7,71.441,69.006,78.425,77.292,72.937,68.07,72.825,71.878,72.606,70.808,65.273,63.707,61.504,61.593,56.83
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",all,96.381,100.05,97.889,100.915,100.46,99.128,98.69,97.689,97.95,99.643,102.134,101.518,100.553,100.78,104.665,103.544,101.568
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",housing,95.362,99.364,95.129,100.484,98.963,99.192,96.973,94.717,101.603,100.145,96.607,96.712,94.946,94.977,99.446,102.054,98.35
21780,"Evansville, IN (Metropolitan Statistical Area)",all,93.82,94.88,92.905,92.69,93.052,91.788,91.549,90.998,90.854,90.908,90.061,91.636,90.259,90.729,89.465,89.998,91.528
21780,"Evansville, IN (Metropolitan Statistical Area)",housing,72.02,78.899,73.04,77.333,75.778,67.191,69.353,68.611,66.752,71.002,60.53,67.714,67.44,63.255,62.339,61.923,66.735
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",all,104.682,102.723,102.182,102.668,97.933,97.709,101.253,100.558,100.415,103.835,104.583,103.091,99.374,104.621,98.735,101.199,103.208
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",housing,120.483,118.578,122.69,120.843,103.292,93.48,118.248,96.713,98.372,112.719,102.066,100.815,75.85,96.658,79.638,79.722,92.562
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",all,97.264,94.85,95.227,94.291,95.946,95.317,92.569,94.474,95.415,93.859,93.045,94.995,92.451,92.574,87.941,89.135,90.871
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",housing,86.545,78.071,83.981,87.687,93.547,85.894,68.308,87.45,93.489,88.676,82.032,87.474,74.858,78.819,63.593,73.58,81.142
22140,"Farmington, NM (Metropolitan Statistical Area)",all,94.99,91.105,91.016,90.593,94.817,90.09,94.793,95.314,95.046,97.022,92.142,92.068,89.081,89.22,88.324,87.02,87.707
22140,"Farmington, NM (Metropolitan Statistical Area)",housing,69.72,60.918,63.489,60.277,85.737,62.004,78.276,68.809,76.828,82.31,77.645,72.039,63.886,71.726,66.974,57.755,56.552
22180,"Fayetteville, NC (Metropolitan Statistical Area)",all,92.4,90.848,92.916,93.565,94.062,93.481,93.529,92.795,92.049,91.403,90.996,89.156,88.961,91.491,91.862,91.854,91.978
22180,"Fayetteville, NC (Metropolitan Statistical Area)",housing,71.448,71.071,73.666,73.43,76.172,73.629,74.192,71.736,67.704,67.535,68.287,66.072,67.479,69.424,70.867,71.25,73.081
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",all,92.583,91.662,92.493,93.79,94.288,93.84,93.388,93.493,94.332,93.412,90.75,91.682,92.705,92.953,90.846,91.45,91.353
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",housing,72.663,71.671,70.66,71.957,72.469,71.062,68.237,70.5,69.992,68.626,67.835,71.216,71.933,75.47,71.551,75.916,76.886
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",all,99.753,100.18,98.333,95.213,99.201,100.524,98.533,102.215,97.673,100.869,97.318,99.367,97.042,95.501,95.492,91.855,100.325
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",housing,94.328,102.127,98.029,82.496,106.104,108.919,96.119,104.429,88.461,102.514,102.482,104.868,103.821,103.778,99.655,81.487,108.961
22420,"Flint, MI (Metropolitan Statistical Area)",all,96.023,94.986,94.732,93.189,93.011,93.359,93.175,91.744,90.75,89.552,91.762,92.132,89.843,88.979,90.889,89.879,93.034
22420,"Flint, MI (Metropolitan Statistical Area)",housing,79.396,71.691,76.441,67.575,72.035,69.38,67.247,67.722,65.245,62.982,69.364,70.268,64.795,57.928,68.612,65.026,74.039
22500,"Florence, SC (Metropolitan Statistical Area)",all,84.471,85.229,87.329,88.635,89.632,88.769,88.436,89.884,89.454,88.666,88.124,87.646,86.41,90.499,87.822,88.195,86.774
22500,"Florence, SC (Metropolitan Statistical Area)",housing,43.79,51.579,52.353,55.545,56.91,55.281,54.236,57.07,54.524,58.054,56.247,58.335,55.784,60.984,54.124,57.175,52.425
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",all,83.275,84.235,87.936,85.979,88.631,85.324,87.063,86.349,85.894,86.706,84.006,81.913,82.816,85.419,84.47,84.45,84.817
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",housing,44.581,45.867,53.729,46.966,53.55,46.858,47.057,44.915,44.142,46.376,45.888,40.379,45.649,49.846,45.758,42.018,47.677
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",all,83.435,85.969,88.774,87.672,90.996,91.13,90.011,89.57,88.173,87.091,92.329,92.958,91.217,92.198,89.415,92.977,91.643
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",housing,68.687,65.699,64.468,66.188,73.705,77.896,68.759,75.899,73.294,69.652,72.695,70.739,68.148,70.125,62.956,77.619,67.317
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",all,97.206,103.066,101.276,103.273,104.723,103.234,103.176,101.668,101.375,104.384,100.888,102.207,98.507,97.583,98.215,97.308,101.128
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",housing,98.838,115.994,114.659,111.93,121.396,123.923,121.662,123.745,126.622,132.425,136.753,132.33,119.541,128.587,130.12,116.846,120.592
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",all,90.688,88.331,90.09,89.931,89.84,90.192,91.287,88.918,89.268,89.212,86.097,88.061,87.076,87.679,85.825,85.311,85.888
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",housing,63.821,59.021,60.747,58.543,57.212,57.741,61.575,54.487,53.829,55.382,51.675,58.482,54.492,53.964,50.909,50.806,53.443
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",all,93.502,92.049,92.604,91.991,92.239,92.829,91.842,91.129,91.972,90.594,91.634,92.067,89.927,91.716,92.395,89.748,92.572
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",housing,69.806,66.252,71.053,73.541,72.277,73.203,69.955,69.965,73.341,70.825,69.344,70.423,64.078,69.444,77.554,61.711,72.277
23420,"Fresno, CA (Metropolitan Statistical Area)",all,97.207,100.981,98.509,100.597,100.376,98.888,98.544,97.457,96.218,98.232,102.287,101.959,100.316,101.329,104.894,104.004,102.158
23420,"Fresno, CA (Metropolitan Statistical Area)",housing,99.13,101.144,97.298,95.763,93.149,91.225,91.239,90.767,88.345,89.769,89.632,93.19,88.273,94.215,94.74,95.722,95.725
23460,"Gadsden, AL (Metropolitan Statistical Area)",all,86.529,88.369,87.657,88.826,87.637,88.551,89.341,88.243,88.769,87.285,85.998,86.209,85.198,84.433,82.263,85.926,85.653
23460,"Gadsden, AL (Metropolitan Statistical Area)",housing,44.607,56.68,51.966,53.178,47.351,52.377,52.898,51.917,49.94,48.189,53.297,51.172,51.327,50.876,42.658,49.328,53.696
23540,"Gainesville, FL (Metropolitan Statistical Area)",all,97.158,97.327,96.549,97.013,95.837,96.076,96.887,96.128,95.947,96.111,95.998,93.927,92.733,95.829,96.282,97.237,96.733
23540,"Gainesville, FL (Metropolitan Statistical Area)",housing,92.711,101.845,90.209,89.756,82.872,86.016,87.417,82.565,81.791,86.227,89.668,86.467,81.003,86.827,89.482,92.564,92.982
23580,"Gainesville, GA (Metropolitan Statistical Area)",all,92.44,89.323,93.041,93.162,92.742,92.874,93.014,92.195,91.314,91.852,94.435,92.334,94.598,94.025,96.84,96.453,96.766
23580,"Gainesville, GA (Metropolitan Statistical Area)",housing,84.366,80.471,87.675,88.602,84.842,81.015,83.007,79.731,76.964,83.404,84.234,77.696,92.47,78.225,94.581,91.843,93.488
23900,"Gettysburg, PA (Metropolitan Statistical Area)",all,98.367,97.724,98.043,96.458,95.008,97.488,95.965,97.575,99.368,98.024,96.671,96.529,96.546,95.409,95.481,93.163,95.379
23900,"Gettysburg, PA (Metropolitan Statistical Area)",housing,82.67,79.211,89.58,83.42,75.811,82.718,83.505,84.437,94.42,79.625,83.05,85.004,82.301,78.342,85.236,64.361,73.865
24020,"Glens Falls, NY (Metropolitan Statistical Area)",all,98.469,100.164,98.624,97.274,97.341,99.991,94.015,97.958,96.951,97.773,95.549,95.56,94.983,95.45,92.584,94.053,94.866
24020,"Glens Falls, NY (Metropolitan Statistical Area)",housing,83.576,92.481,91.808,87.063,88.699,97.152,75.207,85.979,81.15,83.395,79.245,83.128,79.741,81.449,73.588,73.582,76.231
24140,"Goldsboro, NC (Metropolitan Statistical Area)",all,90.559,90.167,91.18,91.836,89.952,92.803,91.137,91.813,94.14,91.243,90.496,89.55,85.434,89.988,89.299,89.872,88.462
24140,"Goldsboro, NC (Metropolitan Statistical Area)",housing,63.396,62.599,63.488,63.77,58.761,67.596,62.419,63.911,68.811,64.021,67.476,66.176,50.779,60.482,59.08,59.61,57.684
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",all,95.605,92.282,93.277,92.108,89.68,93.804,92.083,93.321,92.154,91.054,91.667,94.108,91.24,89.97,86.794,85.909,86.663
