city,state,fiscal_year,view,population,police_usd,fire_usd,total_expenditure_usd,general_expenditure_usd,source_url,retrieved
Tampa,FL,2012,fisc,342726,212050308,105601632,2268394945,2093521618,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Tampa,FL,2017,city_only,380843,153118694,80324661,843399753,732511402,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Tampa,FL,2017,fisc,380843,217266904,113814206,2551433915,2306002216,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Tampa,FL,2022,city_only,393609,176245375,112219385,1436709804,1253368492,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Tampa,FL,2022,fisc,393609,260753936,153940619,3484048211,3145390190,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Tampa,FL,2023,city_only,401611,188700944,121069652,1648211544,1445859842,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Tampa,FL,2023,fisc,401611,325228604,165435619,3833332818,3473449201,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2012,city_only,437863,171937080,85874510,1950009255,1527914989,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2012,fisc,437863,197645325,94102996,3474143232,2836518068,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2017,city_only,479590,240722294,79638901,2116079140,1668080420,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2017,fisc,479590,272848693,89913022,3833099559,3165424481,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2022,city_only,492892,213292313,98240863,1763918667,1344747553,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2022,fisc,492892,255150722,103164268,3941777330,3275157782,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2023,city_only,500249,244381641,104577053,2030790830,1546079564,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Atlanta,GA,2023,fisc,500249,290379537,110004755,4359945172,3590657257,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2012,city_only,195340,48703486,26925349,369473252,346439589,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2012,fisc,195340,48703486,26925349,797012705,773980514,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2017,city_only,196354,50575166,29244445,342147682,310500688,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2017,fisc,196354,50575166,29244445,775611197,743964203,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2022,city_only,205094,68519300,38100860,420149537,397921737,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2022,fisc,205094,68519300,38100860,919504816,897277016,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2023,city_only,202658,61573580,38059172,420122193,397264398,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Columbus,GA,2023,fisc,202658,61573580,38059172,953797718,930939922,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2012,city_only,140443,62496645,24572398,342570126,302440501,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2012,fisc,140443,79647586,24586155,1035381581,978774057,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2017,city_only,146053,68079260,32114499,396176339,373522417,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2017,fisc,146053,85159290,32114499,1168458778,1132942842,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2022,city_only,146525,61824877,34377958,580919663,552272303,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2022,fisc,146525,79465605,34377958,1563304865,1534651876,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2023,city_only,148281,65408232,36518645,527174542,499137571,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Savannah,GA,2023,fisc,148281,83187124,36518645,1606713604,1578614354,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2012,city_only,128286,32956603,18205686,492620699,457547156,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2012,fisc,128286,38158090,18205686,686454130,645512118,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2017,city_only,131518,45214989,20747518,395750712,348285341,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2017,fisc,131518,51149351,20747518,587168522,535047920,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2022,city_only,137112,51878330,23467326,495736067,441383264,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2022,fisc,137112,59842998,23467326,782370621,722841047,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2023,city_only,136861,56490746,24774578,556582209,493486551,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Cedar Rapids,IA,2023,fisc,136861,64328776,24774578,841105279,772889651,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2012,city_only,207967,58063476,45256070,494969464,449703992,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2012,fisc,207967,65370576,45599252,1152401640,1062934714,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2017,city_only,216582,64042132,40670770,490002373,430309049,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2017,fisc,216582,72046310,41052336,1215981631,1125266456,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2022,city_only,212539,76152842,47173731,646495885,583168892,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2022,fisc,212539,84930680,47645284,1511776302,1418465850,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2023,city_only,210950,78524028,50117501,722385618,653175033,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Des Moines,IA,2023,fisc,210950,87824814,50615343,1632845818,1524508227,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2012,city_only,212685,45149732,40705754,268079441,268079441,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2012,fisc,212685,71964247,40705754,594999530,591412937,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2017,city_only,224839,54345260,45037509,321274797,321274797,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2017,fisc,224839,77082872,45037509,723137794,716535910,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2022,city_only,238214,59255780,60424925,455712844,453688003,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2022,fisc,238214,92065073,60424925,983789169,973408711,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2023,city_only,237614,73710239,64391018,541828828,541828828,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Boise,ID,2023,fisc,237614,108461286,64391018,1127654264,1117702990,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2012,city_only,82743,18560741,10802264,93051226,86951806,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2012,fisc,82743,23729319,10802264,203097656,195603531,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2017,city_only,91213,19113248,12455750,93037667,87431662,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2017,fisc,91213,24196808,12455750,218317932,210076958,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2022,city_only,106617,23852413,14432487,133655640,125061071,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2022,fisc,106617,30830061,14432487,307024683,294756967,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2023,city_only,111229,27261116,16576458,189160487,173155746,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Nampa,ID,2023,fisc,111229,35408640,16576458,374899569,354296621,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2012,city_only,199136,63050865,36399046,243286011,223560483,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2012,fisc,199136,69972656,36399046,805495062,748056054,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2017,city_only,200744,76956499,46543066,260178337,232573217,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2017,fisc,200744,85444419,46543066,931310255,856425675,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2022,city_only,179448,86269613,57559036,313956657,288960289,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2022,fisc,179448,95114774,57559036,1091636183,1038994380,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2023,city_only,179195,90129709,56446425,349890781,316368773,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Aurora,IL,2023,fisc,179195,98286666,56643540,1172492596,1110005508,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2012,city_only,2708067,1336451667,490260138,7747154939,7439115022,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2012,fisc,2708067,1394688678,490260138,18462887457,16884142072,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2017,city_only,2716297,1456292700,585008150,8380112824,7769210656,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2017,fisc,2716297,1504540794,585008150,20261293585,18038079063,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2022,city_only,2706324,1656598006,671014208,12105184691,11685550627,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2022,fisc,2706324,1711729562,671014208,29201269870,27003545628,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2023,city_only,2684076,1795515316,669006940,13490669214,13014486582,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Chicago,IL,2023,fisc,2684076,1848901667,669006940,30757141128,28608803496,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2012,city_only,75922,22476249,15637094,106531781,89065191,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2012,fisc,75922,30207269,15637094,271516455,240725097,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2017,city_only,72521,26325969,17293172,105803851,86108234,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2017,fisc,72521,38973519,17293172,285471515,260876497,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2022,city_only,70146,28850298,21720928,117957981,100090766,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2022,fisc,70146,42371980,21720928,349462384,320926043,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2023,city_only,69269,29516906,24147173,123241327,100271034,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Decatur,IL,2023,fisc,69269,45935737,24147173,347498329,315228673,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2012,city_only,26727,7228047,5244971,38315036,38315036,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2012,fisc,26727,8600513,5244971,182463541,178228132,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2017,city_only,26862,7976011,7549010,38827897,38827897,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2017,fisc,26862,10579290,7549010,147402781,141567176,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2022,city_only,18189,9197004,8705927,43263044,43263044,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2022,fisc,18189,11517700,8705927,184537556,181510031,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2023,city_only,17920,9802061,9278080,46078054,46078054,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East St. Louis,IL,2023,fisc,17920,12208896,9278080,194279680,190244096,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2012,city_only,38980,11570046,9224139,69580058,63501026,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2012,fisc,38980,13366411,9224139,159395067,149699514,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2017,city_only,38168,14320910,11305109,81251001,73533104,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2017,fisc,38168,16483739,11305109,179733089,167862095,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2022,city_only,36587,14632832,14278968,80645913,68081798,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2022,fisc,36587,16625295,14278968,229000080,211893361,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2023,city_only,36322,14759081,12195838,81290089,71353843,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Rock Island,IL,2023,fisc,36322,17136356,12195838,249595704,233583150,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2012,city_only,55801,9452837,8706095,149611048,65164110,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2012,fisc,55801,10828169,8706095,315087405,147906073,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2017,city_only,55002,11673190,11114796,262618021,149963903,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2017,fisc,55002,13880663,11114796,441199425,247894456,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2022,city_only,54959,15267841,11695808,182183702,83039865,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2022,fisc,54959,17056760,11695808,379446271,208189811,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2023,city_only,55106,16336174,13740130,189159060,89176938,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Anderson,IN,2023,fisc,55106,18864988,13740130,419753974,217793791,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2012,city_only,29531,9234014,6274982,84615907,63238913,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2012,fisc,29531,10361286,6299904,196333284,167803478,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2017,city_only,28443,11741945,8426917,78574035,73601951,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2017,fisc,28443,12571617,8482518,157461315,144565929,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2022,city_only,26203,13204873,7109929,95620005,87878887,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2022,fisc,26203,14399048,7117983,171367894,158159246,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2023,city_only,25994,13319066,6607935,105509126,91817047,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
East Chicago,IN,2023,fisc,25994,14992040,6630809,182079392,162488234,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2012,city_only,256286,49821062,35007412,307521803,257646670,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2012,fisc,256286,58053442,35888004,790484269,739695714,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2017,city_only,263573,62498966,34639897,328863810,303241694,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2017,fisc,263573,79631265,36664816,896042565,869646526,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2022,city_only,266455,81827877,56156537,337801671,316544952,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2022,fisc,266455,109172935,57456611,1063480891,1041648351,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2023,city_only,268394,78150965,53576810,368789460,350495725,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Ft. Wayne,IN,2023,fisc,268394,108275507,55106656,1211074246,1192224936,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2012,city_only,79659,12487853,9852829,150893846,150893846,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2012,fisc,79659,15528635,9920055,405072834,385334763,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2017,city_only,76491,17255922,12357832,140109991,133148058,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2017,fisc,76491,19487138,12507359,314964425,286798561,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2022,city_only,68538,17316103,11600901,163101172,154926628,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2022,fisc,68538,20439651,11621307,352762041,329499020,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2023,city_only,68048,20295316,11691327,198740989,191367308,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Gary,IN,2023,fisc,68048,24674885,11750529,419445150,395937968,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2012,city_only,80233,26067953,16399251,164462856,153097763,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2012,fisc,80233,29130646,16466962,389588916,359017002,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2017,city_only,77200,24229937,15517966,180534920,167891755,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2017,fisc,77200,26481833,15668879,412922462,379232200,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2022,city_only,77201,30395023,20923272,206274927,194534226,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2022,fisc,77201,33913377,20946258,469912006,441623547,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2023,city_only,76639,30464769,20250323,264613008,250496871,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Hammond,IN,2023,fisc,76639,35397255,20316999,525969625,493936056,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2012,city_only,911294,208580795,115215208,3912215175,3100654876,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2012,fisc,911294,220583667,179040547,5742083178,4892303209,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2017,city_only,946050,220425077,141054393,3892093596,3263193751,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2017,fisc,946050,235935428,214869357,5749621799,5098803499,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2022,city_only,971682,240726163,156069769,4448982338,3695716820,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2022,fisc,971682,262172573,222462183,6988011533,6201297828,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2023,city_only,973375,241202325,221033995,5856408025,5091529950,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Indianapolis,IN,2023,fisc,973375,260650358,304549570,8698263941,7917052634,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2012,city_only,101232,23837081,19715745,167044158,141493859,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2012,fisc,101232,26775334,19715745,430542678,403854302,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2017,city_only,102060,31970080,23748288,215196021,191220308,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2017,fisc,102060,35099846,23748288,452121417,426894454,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2022,city_only,103156,53058961,32615314,276942351,250393550,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2022,fisc,103156,60208391,32615314,606445303,579600261,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2023,city_only,103333,26067816,11184764,415735526,384450427,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
South Bend,IN,2023,fisc,103333,48015745,11184764,753577602,721447239,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2012,city_only,61011,9336913,10306002,67008783,64331833,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2012,fisc,61011,11134418,12591730,195922996,191665989,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2017,city_only,60742,12220006,13432820,91673988,89213177,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2017,fisc,60742,12324087,14495620,206499922,202413882,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2022,city_only,58372,26688764,16623012,100270679,97461867,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2022,fisc,58372,30034110,17503779,270803157,267247571,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2023,city_only,58376,16362209,16856070,98891279,96155780,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Terre Haute,IN,2023,fisc,58376,21659831,17730542,272368990,268895034,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Kansas City,KS,2012,city_only,158039,48433408,34313745,559568288,304890397,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
Kansas City,KS,2012,fisc,158039,51890385,35552208,935938212,671649138,https://app.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database,2026-09-14
